Time after synchronization (s),ADC I on secondary,ADC Q on secondary
0.000012870,684,-404
0.000012880,400,-728
0.000012890,340,-124
0.000012900,296,-208
0.000012910,316,-276
0.000012920,468,-144
0.000012930,144,-828
0.000012940,696,-680
0.000012950,756,-228
0.000012960,876,-64
0.000012970,344,-48
0.000012980,544,-548
0.000012990,728,284
0.000013000,312,-556
0.000013010,640,-640
0.000013020,500,288
0.000013030,484,-520
0.000013040,260,-504
0.000013050,972,-500
0.000013060,516,792
0.000013070,-220,-160
0.000013080,936,328
0.000013090,36,-188
0.000013100,472,-304
0.000013110,700,24
0.000013120,612,-208
0.000013130,608,-276
0.000013140,588,144
0.000013150,-148,-212
0.000013160,364,-276
0.000013170,644,-16
0.000013180,32,-140
0.000013190,952,-232
0.000013200,212,140
0.000013210,440,212
0.000013220,280,-276
0.000013230,796,-120
0.000013240,524,84
0.000013250,4,12
0.000013260,24,-204
0.000013270,696,-24
0.000013280,280,-516
0.000013290,916,-276
0.000013300,604,-692
0.000013310,596,-372
0.000013320,1284,-600
0.000013330,152,-52
0.000013340,740,-360
0.000013350,160,-40
0.000013360,304,64
0.000013370,460,-536
0.000013380,548,-288
0.000013390,304,372
0.000013400,284,32
0.000013410,648,272
0.000013420,800,-364
0.000013430,0,56
0.000013440,588,-36
0.000013450,476,-512
0.000013460,748,-284
0.000013470,548,392
0.000013480,432,52
0.000013490,456,-172
0.000013500,636,-644
0.000013510,352,208
0.000013520,400,52
0.000013530,164,-284
0.000013540,736,-112
0.000013550,156,-248
0.000013560,468,-324
0.000013570,276,140
0.000013580,680,80
0.000013590,400,-72
0.000013600,968,-408
0.000013610,216,-852
0.000013620,168,-592
0.000013630,808,-720
0.000013640,260,-440
0.000013650,560,524
0.000013660,344,-424
0.000013670,188,-376
0.000013680,392,-264
0.000013690,152,-488
0.000013700,240,-200
0.000013710,164,188
0.000013720,808,-800
0.000013730,552,72
0.000013740,392,-204
0.000013750,300,-184
0.000013760,116,-220
0.000013770,892,120
0.000013780,140,-328
0.000013790,152,-12
0.000013800,52,-176
0.000013810,472,68
0.000013820,-124,-16
0.000013830,-80,32
0.000013840,540,-184
0.000013850,604,-184
0.000013860,548,-64
0.000013870,600,444
0.000013880,316,-940
0.000013890,108,-384
0.000013900,700,-540
0.000013910,540,-184
0.000013920,588,-64
0.000013930,352,-412
0.000013940,708,-304
0.000013950,520,-424
0.000013960,156,0
0.000013970,776,-500
0.000013980,320,20
0.000013990,572,216
0.000014000,-24,48
0.000014010,652,-332
0.000014020,124,-240
0.000014030,356,-40
0.000014040,716,-184
0.000014050,172,-84
0.000014060,464,-688
0.000014070,572,-72
0.000014080,444,572
0.000014090,-56,364
0.000014100,256,-696
0.000014110,848,-724
0.000014120,524,-612
0.000014130,956,-340
0.000014140,588,-144
0.000014150,912,-584
0.000014160,640,-444
0.000014170,144,-348
0.000014180,204,-248
0.000014190,160,-196
0.000014200,-140,-260
0.000014210,596,-52
0.000014220,60,-192
0.000014230,640,-24
0.000014240,704,92
0.000014250,496,-152
0.000014260,280,-496
0.000014270,976,348
0.000014280,556,416
0.000014290,540,-192
0.000014300,344,-360
0.000014310,548,-536
0.000014320,676,-340
0.000014330,-184,-40
0.000014340,168,124
0.000014350,320,108
0.000014360,952,-400
0.000014370,652,-412
0.000014380,616,-132
0.000014390,-132,-120
0.000014400,800,-200
0.000014410,944,-292
0.000014420,280,-300
0.000014430,868,-372
0.000014440,564,-116
0.000014450,768,-200
0.000014460,268,76
0.000014470,456,0
0.000014480,532,-824
0.000014490,428,-340
0.000014500,148,-88
0.000014510,820,-416
0.000014520,516,8
0.000014530,-16,-284
0.000014540,1404,-104
0.000014550,448,-52
0.000014560,840,-72
0.000014570,636,-132
0.000014580,712,-244
0.000014590,636,224
0.000014600,556,-160
0.000014610,564,-256
0.000014620,652,-84
0.000014630,312,-652
0.000014640,500,492
0.000014650,280,-544
0.000014660,296,-592
0.000014670,56,148
0.000014680,212,-288
0.000014690,124,-248
0.000014700,464,-172
0.000014710,328,-104
0.000014720,436,-156
0.000014730,936,-248
0.000014740,632,-160
0.000014750,668,-372
0.000014760,432,-256
0.000014770,432,-300
0.000014780,260,-248
0.000014790,608,-64
0.000014800,568,-856
0.000014810,524,-72
0.000014820,828,172
0.000014830,128,160
0.000014840,192,-364
0.000014850,684,-148
0.000014860,548,192
0.000014870,628,-112
0.000014880,332,-152
0.000014890,788,-56
0.000014900,420,-76
0.000014910,860,-280
0.000014920,384,72
0.000014930,192,-372
0.000014940,408,-100
0.000014950,624,228
0.000014960,380,-340
0.000014970,-4,-244
0.000014980,444,-552
0.000014990,488,-260
0.000015000,380,-20
0.000015010,304,-588
0.000015020,320,-840
0.000015030,744,-480
0.000015040,852,-156
0.000015050,788,-260
0.000015060,892,356
0.000015070,792,280
0.000015080,648,-28
0.000015090,452,-500
0.000015100,348,-224
0.000015110,136,-132
0.000015120,404,-400
0.000015130,80,272
0.000015140,500,-240
0.000015150,688,248
0.000015160,-64,448
0.000015170,352,-508
0.000015180,424,-148
0.000015190,452,-232
0.000015200,736,-984
0.000015210,88,-88
0.000015220,344,-324
0.000015230,964,1120
0.000015240,856,52
0.000015250,-300,-200
0.000015260,804,-268
0.000015270,420,-624
0.000015280,1152,-132
0.000015290,280,-216
0.000015300,416,120
0.000015310,500,-12
0.000015320,300,-108
0.000015330,556,-256
0.000015340,1084,-8
0.000015350,532,-504
0.000015360,628,0
0.000015370,604,-580
0.000015380,452,-604
0.000015390,616,16
0.000015400,300,-176
0.000015410,840,-168
0.000015420,1040,-448
0.000015430,640,-188
0.000015440,524,-104
0.000015450,244,828
0.000015460,300,-304
0.000015470,180,-856
0.000015480,892,-320
0.000015490,376,-352
0.000015500,476,324
0.000015510,600,92
0.000015520,588,428
0.000015530,216,204
0.000015540,1196,-156
0.000015550,-68,208
0.000015560,1280,-292
0.000015570,928,-280
0.000015580,536,-96
0.000015590,920,-168
0.000015600,152,-416
0.000015610,288,112
0.000015620,320,576
0.000015630,292,-352
0.000015640,908,-204
0.000015650,-20,-120
0.000015660,596,-508
0.000015670,452,-112
0.000015680,312,-208
0.000015690,740,-72
0.000015700,164,160
0.000015710,520,-640
0.000015720,568,56
0.000015730,988,-440
0.000015740,948,-276
0.000015750,600,-372
0.000015760,464,-136
0.000015770,548,-276
0.000015780,344,92
0.000015790,232,-12
0.000015800,656,-100
0.000015810,888,212
0.000015820,912,-412
0.000015830,196,136
0.000015840,280,-40
0.000015850,624,-528
0.000015860,-12,-84
0.000015870,648,100
0.000015880,572,92
0.000015890,-200,-256
0.000015900,564,32
0.000015910,480,-420
0.000015920,248,-744
0.000015930,616,-588
0.000015940,396,-796
0.000015950,516,-280
0.000015960,-388,24
0.000015970,484,-364
0.000015980,244,-312
0.000015990,744,-68
0.000016000,44,124
0.000016010,672,-556
0.000016020,176,136
0.000016030,516,-672
0.000016040,204,76
0.000016050,360,-124
0.000016060,740,-84
0.000016070,548,-272
0.000016080,824,-112
0.000016090,60,-452
0.000016100,464,-56
0.000016110,-44,36
0.000016120,520,-184
0.000016130,200,-880
0.000016140,504,208
0.000016150,180,-68
0.000016160,1160,-440
0.000016170,316,-176
0.000016180,192,-668
0.000016190,124,-360
0.000016200,408,-8
0.000016210,224,-516
0.000016220,216,120
0.000016230,248,-4
0.000016240,288,248
0.000016250,352,384
0.000016260,512,-208
0.000016270,160,-476
0.000016280,376,-400
0.000016290,620,-888
0.000016300,852,-216
0.000016310,544,84
0.000016320,852,-4
0.000016330,852,-180
0.000016340,736,108
0.000016350,276,-424
0.000016360,228,-68
0.000016370,648,-80
0.000016380,568,-152
0.000016390,948,520
0.000016400,24,-56
0.000016410,184,-304
0.000016420,904,-340
0.000016430,128,404
0.000016440,176,-120
0.000016450,-248,-216
0.000016460,944,-96
0.000016470,64,60
0.000016480,704,64
0.000016490,-72,-292
0.000016500,264,296
0.000016510,464,96
0.000016520,1100,260
0.000016530,172,-484
0.000016540,572,-252
0.000016550,140,-156
0.000016560,988,-444
0.000016570,596,-188
0.000016580,548,-504
0.000016590,288,396
0.000016600,856,-248
0.000016610,392,-336
0.000016620,708,-588
0.000016630,636,-44
0.000016640,648,-148
0.000016650,520,-260
0.000016660,604,-308
0.000016670,164,-416
0.000016680,592,-268
0.000016690,464,-628
0.000016700,644,-572
0.000016710,480,-212
0.000016720,-68,-536
0.000016730,364,52
0.000016740,612,-312
0.000016750,532,-12
0.000016760,360,-724
0.000016770,804,-180
0.000016780,804,-280
0.000016790,756,-192
0.000016800,652,-172
0.000016810,-104,-124
0.000016820,92,-372
0.000016830,236,-356
0.000016840,956,-80
0.000016850,504,160
0.000016860,432,-324
0.000016870,432,-80
0.000016880,1080,4
0.000016890,488,464
0.000016900,484,48
0.000016910,1096,-128
0.000016920,776,-260
0.000016930,936,-84
0.000016940,452,-428
0.000016950,624,-508
0.000016960,580,-100
0.000016970,352,-244
0.000016980,904,-268
0.000016990,496,-812
0.000017000,56,-112
0.000017010,384,-64
0.000017020,712,-24
0.000017030,368,364
0.000017040,816,52
0.000017050,108,-124
0.000017060,584,116
0.000017070,688,68
0.000017080,496,-628
0.000017090,1168,-504
0.000017100,648,-112
0.000017110,688,136
0.000017120,560,-408
0.000017130,580,-736
0.000017140,672,76
0.000017150,480,24
0.000017160,520,-504
0.000017170,272,-380
0.000017180,828,108
0.000017190,316,-360
0.000017200,336,12
0.000017210,516,68
0.000017220,-144,-624
0.000017230,948,-172
0.000017240,524,-28
0.000017250,1080,-220
0.000017260,504,-216
0.000017270,460,-504
0.000017280,376,244
0.000017290,448,-56
0.000017300,132,-304
0.000017310,184,-316
0.000017320,844,296
0.000017330,540,-392
0.000017340,384,100
0.000017350,488,0
0.000017360,-24,136
0.000017370,152,-488
0.000017380,552,196
0.000017390,772,-72
0.000017400,636,-488
0.000017410,516,20
0.000017420,728,-404
0.000017430,232,-60
0.000017440,536,-252
0.000017450,252,-124
0.000017460,432,-476
0.000017470,492,-548
0.000017480,852,-1056
0.000017490,1100,-564
0.000017500,500,-132
0.000017510,680,-372
0.000017520,572,-468
0.000017530,-240,-188
0.000017540,332,312
0.000017550,828,-688
0.000017560,412,-112
0.000017570,684,-248
0.000017580,128,-108
0.000017590,708,-260
0.000017600,732,-88
0.000017610,484,-132
0.000017620,84,-104
0.000017630,332,-216
0.000017640,732,188
0.000017650,244,52
0.000017660,1132,-376
0.000017670,480,-156
0.000017680,568,-252
0.000017690,468,-552
0.000017700,488,-40
0.000017710,760,-300
0.000017720,616,-620
0.000017730,696,-84
0.000017740,296,-388
0.000017750,768,-8
0.000017760,512,-88
0.000017770,660,-44
0.000017780,312,80
0.000017790,-68,-24
0.000017800,276,-24
0.000017810,748,-180
0.000017820,580,-288
0.000017830,308,-316
0.000017840,624,-808
0.000017850,60,196
0.000017860,400,60
0.000017870,344,224
0.000017880,264,-24
0.000017890,296,-948
0.000017900,120,20
0.000017910,916,-412
0.000017920,556,-100
0.000017930,728,-480
0.000017940,912,-676
0.000017950,1084,-168
0.000017960,860,180
0.000017970,424,-272
0.000017980,596,-116
0.000017990,616,-412
0.000018000,884,-392
0.000018010,804,188
0.000018020,700,-268
0.000018030,4,132
0.000018040,884,-428
0.000018050,560,184
0.000018060,200,-184
0.000018070,148,60
0.000018080,-12,-308
0.000018090,224,844
0.000018100,12,-204
0.000018110,792,112
0.000018120,328,-68
0.000018130,500,-752
0.000018140,688,-312
0.000018150,760,-148
0.000018160,180,100
0.000018170,488,-360
0.000018180,832,-144
0.000018190,288,-184
0.000018200,604,-520
0.000018210,1144,-364
0.000018220,148,-388
0.000018230,404,-204
0.000018240,560,-948
0.000018250,708,-168
0.000018260,564,336
0.000018270,548,-220
0.000018280,1096,200
0.000018290,932,-756
0.000018300,184,-148
0.000018310,732,744
0.000018320,900,-348
0.000018330,424,-464
0.000018340,540,-288
0.000018350,272,-96
0.000018360,808,-248
0.000018370,764,-428
0.000018380,872,-184
0.000018390,720,-76
0.000018400,772,-284
0.000018410,912,0
0.000018420,764,96
0.000018430,112,-404
0.000018440,252,144
0.000018450,1024,-400
0.000018460,128,-396
0.000018470,-196,-80
0.000018480,516,-52
0.000018490,324,200
0.000018500,44,-112
0.000018510,408,-544
0.000018520,548,-480
0.000018530,480,-352
0.000018540,572,-72
0.000018550,1048,-4
0.000018560,1272,-556
0.000018570,108,188
0.000018580,436,-488
0.000018590,628,-108
0.000018600,632,-308
0.000018610,580,68
0.000018620,460,-312
0.000018630,1016,-240
0.000018640,528,-224
0.000018650,684,-212
0.000018660,296,-228
0.000018670,-40,-516
0.000018680,836,-204
0.000018690,344,-196
0.000018700,1200,252
0.000018710,448,280
0.000018720,480,-548
0.000018730,408,116
0.000018740,348,-800
0.000018750,-116,-388
0.000018760,656,4
0.000018770,612,-440
0.000018780,100,-312
0.000018790,588,104
0.000018800,140,400
0.000018810,668,-72
0.000018820,676,252
0.000018830,488,-616
0.000018840,676,-644
0.000018850,592,-452
0.000018860,404,352
0.000018870,412,-200
0.000018880,400,-532
0.000018890,748,168
0.000018900,1244,72
0.000018910,724,-456
0.000018920,500,-344
0.000018930,660,-104
0.000018940,1236,-344
0.000018950,640,452
0.000018960,420,-332
0.000018970,552,-244
0.000018980,384,268
0.000018990,904,-64
0.000019000,736,164
0.000019010,280,96
0.000019020,796,-280
0.000019030,512,-424
0.000019040,528,-36
0.000019050,456,-240
0.000019060,196,-320
0.000019070,-92,24
0.000019080,284,616
0.000019090,336,-104
0.000019100,408,-104
0.000019110,444,-88
0.000019120,312,-440
0.000019130,916,-208
0.000019140,616,-264
0.000019150,368,508
0.000019160,700,44
0.000019170,116,388
0.000019180,1268,-372
0.000019190,120,-324
0.000019200,380,-88
0.000019210,696,64
0.000019220,1004,-396
0.000019230,224,-636
0.000019240,796,-36
0.000019250,432,148
0.000019260,340,-296
0.000019270,624,-540
0.000019280,620,8
0.000019290,848,-800
0.000019300,572,-472
0.000019310,780,-220
0.000019320,1172,68
0.000019330,564,-644
0.000019340,144,148
0.000019350,152,-348
0.000019360,692,404
0.000019370,504,-308
0.000019380,272,244
0.000019390,772,-460
0.000019400,-156,232
0.000019410,364,124
0.000019420,508,-472
0.000019430,984,-232
0.000019440,548,-596
0.000019450,572,-8
0.000019460,596,-316
0.000019470,216,-4
0.000019480,528,-112
0.000019490,648,-168
0.000019500,968,-616
0.000019510,788,-536
0.000019520,644,-276
0.000019530,684,-132
0.000019540,600,-368
0.000019550,752,-612
0.000019560,536,-552
0.000019570,452,132
0.000019580,-116,152
0.000019590,500,156
0.000019600,360,-368
0.000019610,456,-356
0.000019620,540,-472
0.000019630,864,436
0.000019640,288,-356
0.000019650,880,-188
0.000019660,504,-76
0.000019670,988,-412
0.000019680,428,-184
0.000019690,780,-308
0.000019700,844,-224
0.000019710,424,-488
0.000019720,248,-256
0.000019730,140,56
0.000019740,536,-512
0.000019750,424,-112
0.000019760,-80,-372
0.000019770,592,-704
0.000019780,-244,-48
0.000019790,836,340
0.000019800,352,-268
0.000019810,332,-608
0.000019820,436,20
0.000019830,784,-368
0.000019840,516,-856
0.000019850,536,-484
0.000019860,304,-20
0.000019870,608,-72
0.000019880,440,432
0.000019890,692,-208
0.000019900,624,-600
0.000019910,628,-316
0.000019920,528,-328
0.000019930,648,-100
0.000019940,268,-292
0.000019950,328,-492
0.000019960,924,-312
0.000019970,300,-568
0.000019980,524,-284
0.000019990,872,-508
0.000020000,816,-140
0.000020010,816,-216
0.000020020,232,-300
0.000020030,488,-872
0.000020040,360,4
0.000020050,420,-732
0.000020060,848,-468
0.000020070,-4,580
0.000020080,188,-720
0.000020090,832,-112
0.000020100,312,-368
0.000020110,744,-188
0.000020120,624,-204
0.000020130,-168,-108
0.000020140,516,-160
0.000020150,248,-316
0.000020160,632,-224
0.000020170,732,280
0.000020180,812,48
0.000020190,368,4
0.000020200,824,244
0.000020210,480,-240
0.000020220,392,8
0.000020230,744,-376
0.000020240,1028,-396
0.000020250,424,380
0.000020260,748,-292
0.000020270,704,-240
0.000020280,284,-228
0.000020290,424,44
0.000020300,684,-324
0.000020310,212,-384
0.000020320,676,-504
0.000020330,332,-492
0.000020340,208,-68
0.000020350,904,-92
0.000020360,460,-272
0.000020370,320,-440
0.000020380,540,-224
0.000020390,344,-676
0.000020400,400,72
0.000020410,172,-480
0.000020420,256,-28
0.000020430,760,-112
0.000020440,596,-84
0.000020450,1104,228
0.000020460,212,40
0.000020470,652,-384
0.000020480,728,-332
0.000020490,192,-8
0.000020500,572,-160
0.000020510,188,-40
0.000020520,204,-324
0.000020530,128,92
0.000020540,504,88
0.000020550,708,-468
0.000020560,720,304
0.000020570,456,-604
0.000020580,256,-16
0.000020590,384,28
0.000020600,276,-236
0.000020610,524,8
0.000020620,-368,-96
0.000020630,564,-4
0.000020640,184,-248
0.000020650,512,-388
0.000020660,788,-628
0.000020670,380,-684
0.000020680,64,-560
0.000020690,408,-396
0.000020700,876,256
0.000020710,884,-132
0.000020720,412,504
0.000020730,-36,-324
0.000020740,-16,180
0.000020750,824,4
0.000020760,408,-752
0.000020770,164,-200
0.000020780,788,20
0.000020790,520,-416
0.000020800,220,-92
0.000020810,356,-64
0.000020820,-104,-172
0.000020830,172,-92
0.000020840,544,-1020
0.000020850,588,-312
0.000020860,292,-184
0.000020870,868,-108
0.000020880,-108,-516
0.000020890,996,304
0.000020900,260,-132
0.000020910,384,-148
0.000020920,716,-152
0.000020930,564,240
0.000020940,376,-264
0.000020950,828,-404
0.000020960,320,-52
0.000020970,604,204
0.000020980,328,32
0.000020990,328,-52
0.000021000,380,-240
0.000021010,1036,-620
0.000021020,576,-324
0.000021030,248,-292
0.000021040,388,8
0.000021050,300,152
0.000021060,112,-1152
0.000021070,236,-384
0.000021080,-352,-292
0.000021090,440,-172
0.000021100,388,-516
0.000021110,628,-280
0.000021120,1084,-228
0.000021130,588,320
0.000021140,128,-412
0.000021150,640,-388
0.000021160,428,-264
0.000021170,776,-12
0.000021180,344,-300
0.000021190,236,-168
0.000021200,244,304
0.000021210,692,-80
0.000021220,728,-240
0.000021230,1112,-268
0.000021240,284,-632
0.000021250,492,-276
0.000021260,196,-900
0.000021270,1080,-200
0.000021280,444,-388
0.000021290,344,-640
0.000021300,684,88
0.000021310,160,-248
0.000021320,448,-128
0.000021330,184,-732
0.000021340,360,-344
0.000021350,260,-128
0.000021360,184,28
0.000021370,228,-304
0.000021380,708,-484
0.000021390,124,12
0.000021400,756,-436
0.000021410,480,68
0.000021420,544,272
0.000021430,400,-340
0.000021440,588,-356
0.000021450,32,-456
0.000021460,32,-88
0.000021470,528,192
0.000021480,228,-24
0.000021490,884,176
0.000021500,400,-220
0.000021510,780,-12
0.000021520,768,-688
0.000021530,476,116
0.000021540,592,-300
0.000021550,612,-444
0.000021560,672,-168
0.000021570,480,92
0.000021580,504,260
0.000021590,-696,-156
0.000021600,736,144
0.000021610,400,288
0.000021620,216,-568
0.000021630,180,-244
0.000021640,816,-956
0.000021650,84,-208
0.000021660,884,-180
0.000021670,740,-344
0.000021680,616,-12
0.000021690,436,188
0.000021700,504,-72
0.000021710,336,-940
0.000021720,744,272
0.000021730,408,-728
0.000021740,684,-480
0.000021750,780,-184
0.000021760,252,-384
0.000021770,660,-280
0.000021780,744,196
0.000021790,0,560
0.000021800,484,-412
0.000021810,-56,-32
0.000021820,568,-224
0.000021830,548,-128
0.000021840,228,508
0.000021850,44,-56
0.000021860,332,-348
0.000021870,1004,-312
0.000021880,784,316
0.000021890,448,64
0.000021900,880,-536
0.000021910,-272,-272
0.000021920,532,-120
0.000021930,208,-380
0.000021940,836,80
0.000021950,192,-284
0.000021960,936,-184
0.000021970,516,-412
0.000021980,480,-320
0.000021990,936,64
0.000022000,568,-636
0.000022010,532,276
0.000022020,-100,-320
0.000022030,248,-240
0.000022040,680,-720
0.000022050,-56,-256
0.000022060,336,484
0.000022070,880,488
0.000022080,376,424
0.000022090,176,48
0.000022100,392,120
0.000022110,164,308
0.000022120,756,584
0.000022130,808,-236
0.000022140,572,180
0.000022150,536,28
0.000022160,632,112
0.000022170,836,-224
0.000022180,872,-472
0.000022190,668,-60
0.000022200,1076,-452
0.000022210,496,-348
0.000022220,504,-892
0.000022230,252,-656
0.000022240,472,-420
0.000022250,604,-248
0.000022260,588,-420
0.000022270,148,-304
0.000022280,716,344
0.000022290,824,-176
0.000022300,548,-228
0.000022310,900,-356
0.000022320,916,-212
0.000022330,548,-620
0.000022340,624,488
0.000022350,408,-88
0.000022360,704,-240
0.000022370,-252,-168
0.000022380,560,140
0.000022390,276,-356
0.000022400,884,-808
0.000022410,356,-180
0.000022420,268,-396
0.000022430,556,-452
0.000022440,1360,240
0.000022450,260,-484
0.000022460,348,-460
0.000022470,1052,-56
0.000022480,496,172
0.000022490,424,-376
0.000022500,580,-356
0.000022510,488,-168
0.000022520,420,260
0.000022530,516,44
0.000022540,800,-692
0.000022550,712,-396
0.000022560,728,-476
0.000022570,868,180
0.000022580,-144,-300
0.000022590,36,-676
0.000022600,880,144
0.000022610,556,-664
0.000022620,896,452
0.000022630,104,-12
0.000022640,208,-200
0.000022650,560,-284
0.000022660,316,140
0.000022670,12,-728
0.000022680,636,-168
0.000022690,1112,-508
0.000022700,636,-584
0.000022710,1036,-536
0.000022720,480,416
0.000022730,1172,-600
0.000022740,548,-448
0.000022750,600,-444
0.000022760,624,-132
0.000022770,592,376
0.000022780,748,-244
0.000022790,1060,-380
0.000022800,620,-44
0.000022810,140,8
0.000022820,280,-692
0.000022830,536,72
0.000022840,544,-256
0.000022850,568,-536
0.000022860,564,-240
0.000022870,248,-596
0.000022880,400,-204
0.000022890,500,-108
0.000022900,688,-256
0.000022910,452,224
0.000022920,476,-572
0.000022930,360,-416
0.000022940,1072,-380
0.000022950,488,316
0.000022960,708,324
0.000022970,444,340
0.000022980,488,-476
0.000022990,484,40
0.000023000,648,-104
0.000023010,396,-308
0.000023020,128,-272
0.000023030,944,-164
0.000023040,400,-352
0.000023050,1072,-148
0.000023060,1052,-120
0.000023070,180,152
0.000023080,72,-184
0.000023090,248,-148
0.000023100,676,36
0.000023110,520,-320
0.000023120,1072,-48
0.000023130,712,316
0.000023140,732,296
0.000023150,444,-68
0.000023160,644,-336
0.000023170,148,24
0.000023180,468,160
0.000023190,332,-296
0.000023200,1032,288
0.000023210,316,-356
0.000023220,196,-80
0.000023230,288,-756
0.000023240,360,-388
0.000023250,524,-168
0.000023260,480,56
0.000023270,132,-4
0.000023280,412,-40
0.000023290,748,-500
0.000023300,516,108
0.000023310,804,-560
0.000023320,372,-404
0.000023330,-92,-356
0.000023340,796,-1112
0.000023350,-372,-604
0.000023360,592,-404
0.000023370,300,172
0.000023380,-4,-60
0.000023390,604,148
0.000023400,736,84
0.000023410,444,352
0.000023420,204,-416
0.000023430,700,-268
0.000023440,432,384
0.000023450,336,-296
0.000023460,724,-484
0.000023470,216,116
0.000023480,224,32
0.000023490,572,-852
0.000023500,92,-912
0.000023510,328,-228
0.000023520,940,-404
0.000023530,580,-244
0.000023540,76,72
0.000023550,500,-332
0.000023560,584,744
0.000023570,108,24
0.000023580,1080,-480
0.000023590,512,204
0.000023600,780,-500
0.000023610,1228,48
0.000023620,736,532
0.000023630,452,-424
0.000023640,548,-1020
0.000023650,632,-360
0.000023660,544,-464
0.000023670,768,172
0.000023680,180,-332
0.000023690,700,-436
0.000023700,316,-356
0.000023710,292,292
0.000023720,452,-120
0.000023730,660,264
0.000023740,724,-260
0.000023750,92,-132
0.000023760,876,-140
0.000023770,316,-284
0.000023780,696,-208
0.000023790,616,-556
0.000023800,84,-232
0.000023810,268,-12
0.000023820,-76,112
0.000023830,612,292
0.000023840,476,-108
0.000023850,184,-152
0.000023860,976,-572
0.000023870,568,-588
0.000023880,576,220
0.000023890,264,-400
0.000023900,340,-296
0.000023910,1124,-364
0.000023920,560,-212
0.000023930,200,-332
0.000023940,76,-208
0.000023950,-96,-360
0.000023960,468,352
0.000023970,540,-60
0.000023980,580,-664
0.000023990,672,-564
0.000024000,256,236
0.000024010,828,-152
0.000024020,316,-352
0.000024030,316,860
0.000024040,700,-728
0.000024050,840,468
0.000024060,736,-584
0.000024070,272,28
0.000024080,288,8
0.000024090,332,500
0.000024100,412,-296
0.000024110,756,-480
0.000024120,392,-32
0.000024130,752,-444
0.000024140,632,196
0.000024150,276,-588
0.000024160,704,-184
0.000024170,532,-256
0.000024180,980,-724
0.000024190,376,-12
0.000024200,256,-552
0.000024210,168,-40
0.000024220,464,-220
0.000024230,596,-264
0.000024240,828,-156
0.000024250,696,-76
0.000024260,44,108
0.000024270,736,-244
0.000024280,580,-124
0.000024290,916,116
0.000024300,324,-776
0.000024310,792,-96
0.000024320,696,-716
0.000024330,40,264
0.000024340,480,-148
0.000024350,508,-100
0.000024360,568,100
0.000024370,152,-276
0.000024380,960,-100
0.000024390,496,500
0.000024400,476,-296
0.000024410,8,116
0.000024420,196,24
0.000024430,828,-124
0.000024440,352,-280
0.000024450,768,148
0.000024460,740,-156
0.000024470,584,-488
0.000024480,344,-404
0.000024490,816,508
0.000024500,532,-396
0.000024510,272,-452
0.000024520,248,-164
0.000024530,336,72
0.000024540,456,-104
0.000024550,144,-816
0.000024560,48,-744
0.000024570,632,156
0.000024580,860,84
0.000024590,160,-552
0.000024600,124,-328
0.000024610,776,384
0.000024620,180,-8
0.000024630,628,-144
0.000024640,364,-244
0.000024650,524,-40
0.000024660,64,-100
0.000024670,688,-316
0.000024680,380,-296
0.000024690,888,-88
0.000024700,52,128
0.000024710,340,-56
0.000024720,1128,108
0.000024730,624,92
0.000024740,636,8
0.000024750,400,-340
0.000024760,936,-400
0.000024770,324,-384
0.000024780,552,244
0.000024790,600,176
0.000024800,804,-336
0.000024810,460,-300
0.000024820,496,-164
0.000024830,16,-28
0.000024840,848,-644
0.000024850,688,-336
0.000024860,584,-108
0.000024870,648,300
0.000024880,368,-760
0.000024890,392,76
0.000024900,260,-108
0.000024910,320,-568
0.000024920,364,-56
0.000024930,284,-48
0.000024940,584,-764
0.000024950,144,-24
0.000024960,192,364
0.000024970,0,-212
0.000024980,348,164
0.000024990,416,-148
0.000025000,520,-508
0.000025010,736,-584
0.000025020,800,-280
0.000025030,320,-456
0.000025040,240,-376
0.000025050,64,144
0.000025060,-16,-388
0.000025070,672,-732
0.000025080,492,-392
0.000025090,108,-348
0.000025100,908,-376
0.000025110,648,-144
0.000025120,380,-420
0.000025130,548,-288
0.000025140,508,-996
0.000025150,704,96
0.000025160,132,92
0.000025170,572,644
0.000025180,684,-512
0.000025190,540,180
0.000025200,300,-32
0.000025210,376,-200
0.000025220,680,-1120
0.000025230,-196,-80
0.000025240,400,-536
0.000025250,256,-20
0.000025260,704,248
0.000025270,776,-204
0.000025280,528,-444
0.000025290,452,-252
0.000025300,544,-496
0.000025310,700,-304
0.000025320,668,-656
0.000025330,844,-964
0.000025340,632,-64
0.000025350,684,-104
0.000025360,1064,192
0.000025370,768,-340
0.000025380,392,-280
0.000025390,1212,-100
0.000025400,628,-68
0.000025410,728,32
0.000025420,516,64
0.000025430,400,-588
0.000025440,48,-36
0.000025450,1088,104
0.000025460,1112,-424
0.000025470,536,-452
0.000025480,372,124
0.000025490,152,-104
0.000025500,672,-288
0.000025510,452,-168
0.000025520,364,376
0.000025530,676,-200
0.000025540,172,-360
0.000025550,468,176
0.000025560,680,-60
0.000025570,396,184
0.000025580,60,-240
0.000025590,256,252
0.000025600,244,-276
0.000025610,440,96
0.000025620,932,-196
0.000025630,464,-388
0.000025640,608,-472
0.000025650,924,180
0.000025660,904,-156
0.000025670,528,-136
0.000025680,436,-188
0.000025690,888,-452
0.000025700,380,-708
0.000025710,432,88
0.000025720,392,-464
0.000025730,496,-352
0.000025740,536,-624
0.000025750,1380,-264
