Time after synchronization (s),ADC I on secondary,ADC Q on secondary
0.000038660,520,192
0.000038670,1160,100
0.000038680,1544,164
0.000038690,756,-52
0.000038700,1548,300
0.000038710,1296,680
0.000038720,1676,-284
0.000038730,1084,228
0.000038740,1660,56
0.000038750,1392,280
0.000038760,1072,-172
0.000038770,1068,344
0.000038780,1384,168
0.000038790,1176,-276
0.000038800,1136,264
0.000038810,1304,-756
0.000038820,1380,-68
0.000038830,900,-144
0.000038840,1420,-400
0.000038850,864,-216
0.000038860,804,-420
0.000038870,1148,-644
0.000038880,1116,-1024
0.000038890,1196,-312
0.000038900,1136,-816
0.000038910,1124,-1092
0.000038920,948,-868
0.000038930,1072,-488
0.000038940,1136,-708
0.000038950,920,-908
0.000038960,900,-812
0.000038970,492,-804
0.000038980,240,-616
0.000038990,180,-1092
0.000039000,512,-1112
0.000039010,520,-844
0.000039020,380,-964
0.000039030,-232,-1068
0.000039040,-236,-1148
0.000039050,780,-728
0.000039060,496,-836
0.000039070,608,-1304
0.000039080,528,-940
0.000039090,208,-1264
0.000039100,132,-1084
0.000039110,384,-692
0.000039120,276,-1316
0.000039130,60,-928
0.000039140,-100,-752
0.000039150,-316,-580
0.000039160,-572,-248
0.000039170,-112,-148
0.000039180,-392,-332
0.000039190,264,-380
0.000039200,-840,-908
0.000039210,-192,-108
0.000039220,48,-132
0.000039230,-512,-600
0.000039240,-368,8
0.000039250,-472,-420
0.000039260,116,-516
0.000039270,-380,-524
0.000039280,-324,-728
0.000039290,-228,-100
0.000039300,-252,-384
0.000039310,-636,-224
0.000039320,108,-312
0.000039330,116,-300
0.000039340,-24,156
0.000039350,-144,260
0.000039360,-216,-80
0.000039370,248,84
0.000039380,-232,76
0.000039390,-348,768
0.000039400,-436,-60
0.000039410,16,-372
0.000039420,12,232
0.000039430,32,232
0.000039440,-60,528
0.000039450,268,380
0.000039460,312,404
0.000039470,760,508
0.000039480,-152,572
0.000039490,336,572
0.000039500,360,900
0.000039510,380,556
0.000039520,-172,632
0.000039530,224,280
0.000039540,-200,360
0.000039550,-296,1588
0.000039560,464,692
0.000039570,1108,616
0.000039580,956,340
0.000039590,684,876
0.000039600,368,224
0.000039610,444,592
0.000039620,1120,1352
0.000039630,884,-100
0.000039640,972,576
0.000039650,536,392
0.000039660,764,540
0.000039670,1348,816
0.000039680,1364,336
0.000039690,1288,52
0.000039700,1724,740
0.000039710,1336,-188
0.000039720,1144,384
0.000039730,1316,132
0.000039740,1228,248
0.000039750,908,36
0.000039760,1272,-44
0.000039770,908,-332
0.000039780,964,-288
0.000039790,1128,-196
0.000039800,1580,-68
0.000039810,960,-56
0.000039820,1228,-380
0.000039830,1800,-572
0.000039840,900,-656
0.000039850,1192,-184
0.000039860,1256,-304
0.000039870,1216,-1196
0.000039880,1212,-424
0.000039890,756,-780
0.000039900,496,-452
0.000039910,1208,-868
0.000039920,1200,-748
0.000039930,844,-532
0.000039940,872,-164
0.000039950,704,-1128
0.000039960,816,-500
0.000039970,792,-968
0.000039980,556,-1120
0.000039990,820,-152
0.000040000,708,-1456
0.000040010,956,-1332
0.000040020,1244,-616
0.000040030,788,-1224
0.000040040,596,-1164
0.000040050,688,-1208
0.000040060,688,-1056
0.000040070,136,-1032
0.000040080,212,-1160
0.000040090,128,-948
0.000040100,64,-968
0.000040110,184,-864
0.000040120,-316,-776
0.000040130,-8,-800
0.000040140,140,-632
0.000040150,404,-720
0.000040160,284,-612
0.000040170,-68,-1072
0.000040180,-16,-636
0.000040190,-708,-868
0.000040200,-236,-488
0.000040210,-436,-436
0.000040220,-320,-240
0.000040230,-468,-404
0.000040240,-32,-748
0.000040250,4,-1164
0.000040260,-164,-140
0.000040270,-88,-564
0.000040280,-168,-392
0.000040290,264,-212
0.000040300,-484,-24
0.000040310,-380,-412
0.000040320,-132,-832
0.000040330,-84,548
0.000040340,-448,80
0.000040350,-60,256
0.000040360,-516,-468
0.000040370,-576,432
0.000040380,-548,224
0.000040390,-556,204
0.000040400,-200,220
0.000040410,-276,416
0.000040420,92,440
0.000040430,156,232
0.000040440,184,668
0.000040450,-364,728
0.000040460,-4,228
0.000040470,568,1024
0.000040480,-164,752
0.000040490,-56,852
0.000040500,-76,784
0.000040510,904,676
0.000040520,432,220
0.000040530,520,1264
0.000040540,124,748
0.000040550,428,516
0.000040560,388,308
0.000040570,676,392
0.000040580,428,448
0.000040590,828,828
0.000040600,644,652
0.000040610,404,972
0.000040620,516,460
0.000040630,1000,212
0.000040640,668,924
0.000040650,752,52
0.000040660,1036,224
0.000040670,1424,-60
0.000040680,1672,76
0.000040690,1308,80
0.000040700,1688,460
0.000040710,1084,-204
0.000040720,908,48
0.000040730,1492,712
0.000040740,1684,260
0.000040750,1228,248
0.000040760,1360,204
0.000040770,1240,-176
0.000040780,1616,-512
0.000040790,916,-140
0.000040800,1196,-328
0.000040810,1304,252
0.000040820,1256,-628
0.000040830,1752,72
0.000040840,1184,-308
0.000040850,776,-876
0.000040860,940,-408
0.000040870,1096,-432
0.000040880,1228,-236
0.000040890,1008,-612
0.000040900,1156,-260
0.000040910,1292,-804
0.000040920,764,-1092
0.000040930,664,-1180
0.000040940,1444,-536
0.000040950,948,-656
0.000040960,1292,-1304
0.000040970,380,-836
0.000040980,624,-1176
0.000040990,608,-1280
0.000041000,396,-1224
0.000041010,804,-1336
0.000041020,700,-848
0.000041030,252,-880
0.000041040,304,-616
0.000041050,560,-760
0.000041060,132,-1272
0.000041070,156,-580
0.000041080,56,-1232
0.000041090,524,-772
0.000041100,444,-1116
0.000041110,228,-1124
0.000041120,816,-908
0.000041130,-372,-672
0.000041140,-292,-924
0.000041150,-700,-880
0.000041160,-96,-504
0.000041170,80,-752
0.000041180,516,-912
0.000041190,12,-820
0.000041200,-472,-304
0.000041210,-328,-264
0.000041220,-356,-340
0.000041230,60,-900
0.000041240,-204,-604
0.000041250,-772,-668
0.000041260,-512,-604
0.000041270,-884,-340
0.000041280,-212,72
0.000041290,-708,-348
0.000041300,-244,-304
0.000041310,-688,-140
0.000041320,-12,-20
0.000041330,-120,716
0.000041340,248,-52
0.000041350,-600,476
0.000041360,432,160
0.000041370,-400,-212
0.000041380,164,520
0.000041390,-556,-44
0.000041400,84,532
0.000041410,-660,724
0.000041420,196,308
0.000041430,-108,392
0.000041440,-8,284
0.000041450,-136,764
0.000041460,440,436
0.000041470,-256,140
0.000041480,-204,1180
0.000041490,288,596
0.000041500,136,884
0.000041510,324,332
0.000041520,528,932
0.000041530,864,748
0.000041540,696,736
0.000041550,448,904
0.000041560,752,992
0.000041570,572,792
0.000041580,664,816
0.000041590,456,896
0.000041600,880,664
0.000041610,672,680
0.000041620,836,516
0.000041630,1032,792
0.000041640,1272,832
0.000041650,716,544
0.000041660,792,724
0.000041670,1428,204
0.000041680,260,384
0.000041690,688,648
0.000041700,1036,12
0.000041710,748,336
0.000041720,1196,32
0.000041730,1268,268
0.000041740,1248,32
0.000041750,1448,296
0.000041760,1268,108
0.000041770,1384,-112
0.000041780,1152,-248
0.000041790,1560,-100
0.000041800,1376,36
0.000041810,1048,-680
0.000041820,2132,-184
0.000041830,1204,-216
0.000041840,984,-4
0.000041850,1292,-436
0.000041860,976,-252
0.000041870,896,60
0.000041880,1284,-244
0.000041890,1232,-784
0.000041900,868,-612
0.000041910,972,-704
0.000041920,860,-828
0.000041930,448,-1096
0.000041940,968,-424
0.000041950,736,-880
0.000041960,456,-1280
0.000041970,880,-752
0.000041980,616,-360
0.000041990,380,-888
0.000042000,1048,-800
0.000042010,792,-428
0.000042020,572,-956
0.000042030,356,-964
0.000042040,648,-728
0.000042050,452,-1276
0.000042060,196,-432
0.000042070,-224,-776
0.000042080,-64,-1336
0.000042090,-120,-1752
0.000042100,464,-1440
0.000042110,-44,-796
0.000042120,284,-1072
0.000042130,28,-1368
0.000042140,-376,-1136
0.000042150,-40,-444
0.000042160,-196,-396
0.000042170,-184,-524
0.000042180,-140,-508
0.000042190,276,-724
0.000042200,-160,-1148
0.000042210,-336,240
0.000042220,-132,-1000
0.000042230,-420,-520
0.000042240,-304,-240
0.000042250,-196,-268
0.000042260,-584,32
0.000042270,-1004,-348
0.000042280,-440,-636
0.000042290,-384,-372
0.000042300,-248,212
0.000042310,-516,28
0.000042320,-432,-224
0.000042330,-104,-144
0.000042340,-84,-40
0.000042350,-292,24
0.000042360,188,644
0.000042370,-696,-220
0.000042380,-296,-88
0.000042390,20,344
0.000042400,-60,196
0.000042410,456,-84
0.000042420,-108,644
0.000042430,264,584
0.000042440,200,-88
0.000042450,356,264
0.000042460,-220,384
0.000042470,88,1132
0.000042480,300,1032
0.000042490,192,672
0.000042500,396,960
0.000042510,428,492
0.000042520,928,556
0.000042530,-72,348
0.000042540,468,676
0.000042550,440,984
0.000042560,328,1036
0.000042570,532,316
0.000042580,744,912
0.000042590,940,756
0.000042600,304,160
0.000042610,956,912
0.000042620,724,432
0.000042630,1284,-8
0.000042640,1092,564
0.000042650,1052,156
0.000042660,1576,300
0.000042670,1468,-28
0.000042680,1468,280
0.000042690,1832,756
0.000042700,1152,-4
0.000042710,1044,140
0.000042720,1760,436
0.000042730,1544,-320
0.000042740,1664,24
0.000042750,1572,-204
0.000042760,1904,196
0.000042770,1076,-128
0.000042780,996,-592
0.000042790,1308,-308
0.000042800,1636,-44
0.000042810,1552,-1072
0.000042820,1364,-596
0.000042830,668,-792
0.000042840,1004,196
0.000042850,1520,-28
0.000042860,1000,-504
0.000042870,1088,-568
0.000042880,1228,-432
0.000042890,1064,-760
0.000042900,1368,-224
0.000042910,1424,-672
0.000042920,432,-1040
0.000042930,1044,-880
0.000042940,1304,-820
0.000042950,560,-792
0.000042960,768,-1144
0.000042970,1148,-944
0.000042980,916,-784
0.000042990,772,-884
0.000043000,832,-1388
0.000043010,400,-944
0.000043020,768,-1120
0.000043030,584,-1112
0.000043040,396,-1080
0.000043050,352,-1260
0.000043060,556,-1572
0.000043070,108,-1352
0.000043080,128,-1048
0.000043090,512,-1116
0.000043100,-420,-512
0.000043110,212,-516
0.000043120,192,-672
0.000043130,524,-1128
0.000043140,140,-1656
0.000043150,-108,-560
0.000043160,52,-648
0.000043170,-212,-788
0.000043180,-208,-408
0.000043190,-84,-804
0.000043200,-488,-948
0.000043210,140,-492
0.000043220,-212,-416
0.000043230,-632,-408
0.000043240,-572,-620
0.000043250,292,-348
0.000043260,-84,-452
0.000043270,-12,-572
0.000043280,-212,-824
0.000043290,-48,-248
0.000043300,-172,220
0.000043310,-200,-236
0.000043320,-172,-384
0.000043330,-668,276
0.000043340,-92,-248
0.000043350,276,152
0.000043360,-140,168
0.000043370,-80,244
0.000043380,-332,344
0.000043390,332,168
0.000043400,-68,432
0.000043410,-768,84
0.000043420,-192,464
0.000043430,-348,356
0.000043440,-156,404
0.000043450,-452,644
0.000043460,-420,544
0.000043470,392,228
0.000043480,644,-252
0.000043490,160,464
0.000043500,984,1076
0.000043510,576,580
0.000043520,584,428
0.000043530,176,828
0.000043540,60,1044
0.000043550,928,440
0.000043560,848,360
0.000043570,484,880
0.000043580,916,1224
0.000043590,296,500
0.000043600,712,404
0.000043610,672,456
0.000043620,928,128
0.000043630,288,424
0.000043640,1132,-184
0.000043650,836,200
0.000043660,1100,344
0.000043670,1732,316
0.000043680,1564,480
0.000043690,1124,76
0.000043700,1112,96
0.000043710,1140,672
0.000043720,1404,-188
0.000043730,1248,412
0.000043740,1172,176
0.000043750,1420,-192
0.000043760,1244,-116
0.000043770,1264,-324
0.000043780,1192,-436
0.000043790,792,-1092
0.000043800,1740,-388
0.000043810,948,-44
0.000043820,1268,-680
0.000043830,1620,-432
0.000043840,1268,-672
0.000043850,1000,-388
0.000043860,856,-100
0.000043870,1408,-444
0.000043880,1472,-1164
0.000043890,1296,-104
0.000043900,1188,-604
0.000043910,480,-748
0.000043920,1144,-788
0.000043930,436,-892
0.000043940,980,-896
0.000043950,1272,-920
0.000043960,500,-920
0.000043970,1496,-836
0.000043980,336,-792
0.000043990,608,-612
0.000044000,1168,-488
0.000044010,640,-1080
0.000044020,608,-1372
0.000044030,700,-1156
0.000044040,548,-700
0.000044050,412,-732
0.000044060,-52,-1076
0.000044070,356,-1480
0.000044080,236,-1184
0.000044090,508,-552
0.000044100,-240,-820
0.000044110,324,-1584
0.000044120,108,-320
0.000044130,616,-840
0.000044140,-292,-472
0.000044150,288,-928
0.000044160,128,-964
0.000044170,224,-1452
0.000044180,-444,-1052
0.000044190,60,-856
0.000044200,-764,-912
0.000044210,-36,-964
0.000044220,-388,-648
0.000044230,-288,-352
0.000044240,-228,4
0.000044250,84,-268
0.000044260,-408,64
0.000044270,-508,-20
0.000044280,-304,-420
0.000044290,-436,-104
0.000044300,-12,-180
0.000044310,-488,-512
0.000044320,-148,0
0.000044330,-272,172
0.000044340,-440,216
0.000044350,-372,484
0.000044360,56,376
0.000044370,-100,628
0.000044380,-700,592
0.000044390,12,380
0.000044400,112,704
0.000044410,36,656
0.000044420,256,1064
0.000044430,-4,632
0.000044440,204,348
0.000044450,276,260
0.000044460,756,656
0.000044470,136,876
0.000044480,92,412
0.000044490,-8,680
0.000044500,84,880
0.000044510,656,352
0.000044520,512,976
0.000044530,408,412
0.000044540,492,944
0.000044550,628,244
0.000044560,328,308
0.000044570,652,688
0.000044580,552,276
0.000044590,820,584
0.000044600,444,280
0.000044610,664,428
0.000044620,772,1032
0.000044630,1076,-84
0.000044640,1332,552
0.000044650,100,420
0.000044660,984,548
0.000044670,824,-68
0.000044680,744,244
0.000044690,1012,528
0.000044700,864,148
0.000044710,1680,32
0.000044720,1064,80
0.000044730,1172,436
0.000044740,1464,156
0.000044750,1576,496
0.000044760,1460,-432
0.000044770,848,-428
0.000044780,1616,36
0.000044790,1244,-272
0.000044800,760,-24
0.000044810,1128,-328
0.000044820,948,-332
0.000044830,1528,-652
0.000044840,1360,-320
0.000044850,1300,-780
0.000044860,1604,-800
0.000044870,1368,-500
0.000044880,716,-920
0.000044890,884,-332
0.000044900,464,-588
0.000044910,1052,-1064
0.000044920,1268,-448
0.000044930,1360,-1248
0.000044940,1016,-972
0.000044950,1128,-692
0.000044960,936,-924
0.000044970,904,-1088
0.000044980,600,-964
0.000044990,700,-744
0.000045000,432,-1000
0.000045010,56,-660
0.000045020,444,-1376
0.000045030,488,-704
0.000045040,500,-1184
0.000045050,664,-224
0.000045060,708,-912
0.000045070,-44,-1140
0.000045080,52,-944
0.000045090,324,-728
0.000045100,508,-944
0.000045110,-128,-776
0.000045120,84,-612
0.000045130,-88,-1388
0.000045140,-100,-1524
0.000045150,-84,-676
0.000045160,12,-752
0.000045170,-36,-464
0.000045180,-116,-448
0.000045190,-452,-532
0.000045200,-48,-976
0.000045210,-164,-248
0.000045220,128,-296
0.000045230,-176,-548
0.000045240,-260,-444
0.000045250,-24,4
0.000045260,-592,-580
0.000045270,-176,160
0.000045280,-292,-652
0.000045290,-416,24
0.000045300,-532,-88
0.000045310,-700,224
0.000045320,100,-316
0.000045330,-464,424
0.000045340,-204,808
0.000045350,-604,-612
0.000045360,112,220
0.000045370,-112,424
0.000045380,-116,524
0.000045390,-256,364
0.000045400,40,656
0.000045410,-544,640
0.000045420,-344,200
0.000045430,516,236
0.000045440,200,280
0.000045450,12,412
0.000045460,244,308
0.000045470,388,204
0.000045480,528,440
0.000045490,296,872
0.000045500,440,472
0.000045510,320,320
0.000045520,828,656
0.000045530,740,352
0.000045540,756,436
0.000045550,672,216
0.000045560,900,992
0.000045570,836,972
0.000045580,1032,844
0.000045590,852,580
0.000045600,1096,548
0.000045610,896,76
0.000045620,1240,456
0.000045630,1000,184
0.000045640,1224,324
0.000045650,1004,-88
0.000045660,876,504
0.000045670,704,296
0.000045680,1276,484
0.000045690,1584,164
0.000045700,1128,440
0.000045710,980,208
0.000045720,1100,472
0.000045730,1440,60
0.000045740,1332,384
0.000045750,1368,212
0.000045760,1564,92
0.000045770,1496,-196
0.000045780,868,-104
0.000045790,1284,-380
0.000045800,1016,-236
0.000045810,1632,124
0.000045820,1816,-456
0.000045830,1208,-352
0.000045840,848,-460
0.000045850,1384,-796
0.000045860,784,-564
0.000045870,1540,-20
0.000045880,1184,-332
0.000045890,1072,-840
0.000045900,428,-32
0.000045910,1184,-1532
0.000045920,1040,-652
0.000045930,1400,-1044
0.000045940,732,-1332
0.000045950,656,-1144
0.000045960,1168,-1228
0.000045970,476,-1436
0.000045980,640,-708
0.000045990,876,-920
0.000046000,392,-736
0.000046010,272,-1272
0.000046020,568,-896
0.000046030,148,-1248
0.000046040,412,-540
0.000046050,552,-736
0.000046060,392,-956
0.000046070,344,-732
0.000046080,-240,-1200
0.000046090,748,-1128
0.000046100,312,-856
0.000046110,8,-132
0.000046120,608,-760
0.000046130,444,-660
0.000046140,-196,-136
0.000046150,-92,-904
0.000046160,268,-564
0.000046170,52,-664
0.000046180,-268,-612
0.000046190,264,-568
0.000046200,116,-1324
0.000046210,556,-352
0.000046220,12,-328
0.000046230,-8,-108
0.000046240,-68,248
0.000046250,-320,152
0.000046260,-164,36
0.000046270,-448,-360
0.000046280,220,-220
0.000046290,-352,80
0.000046300,-416,-632
0.000046310,-292,404
0.000046320,148,468
0.000046330,96,-184
0.000046340,-480,64
0.000046350,-564,452
0.000046360,-700,-224
0.000046370,244,848
0.000046380,-216,-164
0.000046390,620,96
0.000046400,-672,860
0.000046410,-4,468
0.000046420,-240,544
0.000046430,-224,864
0.000046440,104,868
0.000046450,120,140
0.000046460,-228,724
0.000046470,272,924
0.000046480,224,1044
0.000046490,636,644
0.000046500,500,224
0.000046510,492,16
0.000046520,628,24
0.000046530,612,148
0.000046540,672,132
0.000046550,92,460
0.000046560,624,320
0.000046570,828,608
0.000046580,584,684
0.000046590,700,596
0.000046600,444,680
0.000046610,824,232
0.000046620,1024,744
0.000046630,896,716
0.000046640,1180,580
0.000046650,808,472
0.000046660,1472,284
0.000046670,964,540
0.000046680,964,156
0.000046690,1536,48
0.000046700,872,536
0.000046710,1016,860
0.000046720,1656,-60
0.000046730,1276,272
0.000046740,1408,-448
0.000046750,1040,584
0.000046760,1636,-248
0.000046770,996,-92
0.000046780,1336,396
0.000046790,1784,-336
0.000046800,1336,8
0.000046810,1436,-376
0.000046820,1528,-684
0.000046830,1464,-448
0.000046840,1544,-648
0.000046850,1288,-984
0.000046860,924,-884
0.000046870,708,-624
0.000046880,920,-108
0.000046890,896,-944
0.000046900,1056,-792
0.000046910,856,-892
0.000046920,1168,-1036
0.000046930,1112,-776
0.000046940,1156,-904
0.000046950,1000,-732
0.000046960,616,-928
0.000046970,836,-692
0.000046980,536,-940
0.000046990,308,-1348
0.000047000,740,-1224
0.000047010,744,-1556
0.000047020,216,-692
0.000047030,508,-1208
0.000047040,400,-1312
0.000047050,648,-1208
0.000047060,252,-1128
0.000047070,340,-1212
0.000047080,416,-1852
0.000047090,28,-960
0.000047100,-736,-560
0.000047110,548,-568
0.000047120,144,-1156
0.000047130,264,-1188
0.000047140,136,-932
0.000047150,-176,-768
0.000047160,-136,-756
0.000047170,100,-1068
0.000047180,-312,-940
0.000047190,12,-852
0.000047200,228,-528
0.000047210,-272,-156
0.000047220,-68,-696
0.000047230,-460,-164
0.000047240,-360,-564
0.000047250,-428,-624
0.000047260,-124,-64
0.000047270,-224,-176
0.000047280,-164,-288
0.000047290,-408,-576
0.000047300,-416,-372
0.000047310,-116,-200
0.000047320,-564,-488
0.000047330,-156,516
0.000047340,288,108
0.000047350,-288,-460
0.000047360,-60,-480
0.000047370,-828,152
0.000047380,568,464
0.000047390,-20,652
0.000047400,152,340
0.000047410,-168,388
0.000047420,-248,376
0.000047430,4,524
0.000047440,164,356
0.000047450,516,476
0.000047460,652,984
0.000047470,152,568
0.000047480,696,1028
0.000047490,292,972
0.000047500,304,1040
0.000047510,768,1144
0.000047520,1064,532
0.000047530,804,416
0.000047540,528,860
0.000047550,272,300
0.000047560,132,1044
0.000047570,472,724
0.000047580,1028,520
0.000047590,972,100
0.000047600,868,916
0.000047610,1064,236
0.000047620,1404,556
0.000047630,828,316
0.000047640,816,868
0.000047650,1560,276
0.000047660,744,672
0.000047670,1072,632
0.000047680,528,32
0.000047690,1300,496
0.000047700,1292,344
0.000047710,852,352
0.000047720,1844,-120
0.000047730,1208,236
0.000047740,880,120
0.000047750,1236,-104
0.000047760,908,448
0.000047770,1052,-244
0.000047780,1360,-372
0.000047790,1084,-540
0.000047800,988,364
0.000047810,1476,-396
0.000047820,1536,100
0.000047830,1384,-424
0.000047840,816,-308
0.000047850,1372,-560
0.000047860,1132,-604
0.000047870,884,-752
0.000047880,936,-880
0.000047890,980,-456
0.000047900,1240,-328
0.000047910,912,-904
0.000047920,520,-564
0.000047930,720,-1168
0.000047940,1148,-224
0.000047950,976,-840
0.000047960,884,-1288
0.000047970,352,-496
0.000047980,508,-824
0.000047990,1104,-1168
0.000048000,1156,-120
0.000048010,776,-1200
0.000048020,820,-1280
0.000048030,912,-1376
0.000048040,508,-1248
0.000048050,560,-1120
0.000048060,404,-1032
0.000048070,196,-504
0.000048080,408,-1208
0.000048090,168,-652
0.000048100,188,-784
0.000048110,636,-752
0.000048120,-120,-564
0.000048130,252,-1160
0.000048140,-88,-316
0.000048150,-496,-820
0.000048160,-180,-736
0.000048170,180,-1064
0.000048180,-316,-644
0.000048190,0,-1000
0.000048200,-344,-1000
0.000048210,-248,-640
0.000048220,-456,-716
0.000048230,-364,-540
0.000048240,-160,-196
0.000048250,-540,-392
0.000048260,-356,-908
0.000048270,-284,-312
0.000048280,-348,-664
0.000048290,-300,-592
0.000048300,-356,-356
0.000048310,-512,-692
0.000048320,-788,-40
0.000048330,-756,344
0.000048340,-336,192
0.000048350,-480,164
0.000048360,-184,-16
0.000048370,-256,-260
0.000048380,332,508
0.000048390,8,-100
0.000048400,-172,572
0.000048410,-72,472
0.000048420,-252,492
0.000048430,48,208
0.000048440,52,408
0.000048450,-44,160
0.000048460,-200,668
0.000048470,284,676
0.000048480,180,688
0.000048490,524,288
0.000048500,772,376
0.000048510,612,620
0.000048520,732,600
0.000048530,404,772
0.000048540,676,336
0.000048550,500,968
0.000048560,764,784
0.000048570,872,488
0.000048580,584,380
0.000048590,420,356
0.000048600,632,1012
0.000048610,1304,-20
0.000048620,472,556
0.000048630,1072,916
0.000048640,544,-92
0.000048650,1216,300
0.000048660,1304,52
0.000048670,1480,444
0.000048680,1484,496
0.000048690,520,-16
0.000048700,900,516
0.000048710,1752,524
0.000048720,1360,564
0.000048730,1052,264
0.000048740,1648,236
0.000048750,1300,-552
0.000048760,1368,52
0.000048770,1624,276
0.000048780,1128,-188
0.000048790,1272,-476
0.000048800,1216,-168
0.000048810,1280,-464
0.000048820,1300,-320
0.000048830,1076,-900
0.000048840,1328,-164
0.000048850,788,-660
0.000048860,1672,-468
0.000048870,1568,-88
0.000048880,1044,-364
0.000048890,772,-360
0.000048900,1156,-652
0.000048910,1568,-664
0.000048920,1144,-888
0.000048930,960,-608
0.000048940,860,-100
0.000048950,1228,-1332
0.000048960,648,-440
0.000048970,724,-1072
0.000048980,824,-552
0.000048990,752,-844
0.000049000,716,-1004
0.000049010,860,-948
0.000049020,616,-776
0.000049030,384,-1128
0.000049040,536,-488
0.000049050,432,-1232
0.000049060,380,-660
0.000049070,-136,-652
0.000049080,-76,-724
0.000049090,188,-1112
0.000049100,308,-1332
0.000049110,-124,-1140
0.000049120,708,-804
0.000049130,-64,-464
0.000049140,308,-540
0.000049150,-376,-16
0.000049160,156,-296
0.000049170,-192,-240
0.000049180,92,-700
0.000049190,-228,-640
0.000049200,-368,-796
0.000049210,-64,-852
0.000049220,-436,-516
0.000049230,4,-684
0.000049240,-104,-804
0.000049250,408,-400
0.000049260,-20,0
0.000049270,-72,-8
0.000049280,16,-24
0.000049290,216,-392
0.000049300,132,652
0.000049310,-36,-72
0.000049320,128,460
0.000049330,312,200
0.000049340,-156,200
0.000049350,-420,128
0.000049360,192,212
0.000049370,-36,260
0.000049380,-500,-84
0.000049390,-4,520
0.000049400,-224,552
0.000049410,416,504
0.000049420,80,668
0.000049430,112,100
0.000049440,-312,44
0.000049450,172,396
0.000049460,252,348
0.000049470,8,-28
0.000049480,-24,680
0.000049490,128,252
0.000049500,8,836
0.000049510,112,536
0.000049520,856,956
0.000049530,572,916
0.000049540,-84,72
0.000049550,824,744
0.000049560,1192,1000
0.000049570,28,756
0.000049580,1316,804
0.000049590,440,560
0.000049600,1036,488
0.000049610,652,136
0.000049620,1000,648
0.000049630,1944,232
0.000049640,1292,404
0.000049650,1188,252
0.000049660,940,12
0.000049670,1168,732
0.000049680,1260,-20
0.000049690,716,916
0.000049700,1312,440
0.000049710,1688,-164
0.000049720,1040,560
0.000049730,920,208
0.000049740,1356,8
0.000049750,1524,-84
0.000049760,1480,144
0.000049770,748,296
0.000049780,1456,516
0.000049790,1176,-552
0.000049800,1328,-564
0.000049810,1228,-392
0.000049820,1088,52
0.000049830,1516,-228
0.000049840,932,-676
0.000049850,412,-480
0.000049860,1564,-72
0.000049870,1268,-396
0.000049880,1100,-304
0.000049890,636,-792
0.000049900,1212,-728
0.000049910,1428,-216
0.000049920,1008,-692
0.000049930,996,-948
0.000049940,1804,-736
0.000049950,1096,-964
0.000049960,980,-1212
0.000049970,524,-1064
0.000049980,856,-856
0.000049990,416,-1100
0.000050000,328,-1012
0.000050010,480,-1008
0.000050020,328,-1480
0.000050030,404,-952
0.000050040,336,-692
0.000050050,136,-928
0.000050060,36,-1264
0.000050070,240,-1336
0.000050080,-88,-556
0.000050090,52,-1128
0.000050100,608,-868
0.000050110,188,-488
0.000050120,-416,-828
0.000050130,-188,-1128
0.000050140,-332,-1104
0.000050150,-196,-736
0.000050160,316,-684
0.000050170,-4,-1076
0.000050180,360,-412
0.000050190,-400,-664
0.000050200,-284,-616
0.000050210,-432,-776
0.000050220,-100,-592
0.000050230,-156,-436
0.000050240,-376,-872
0.000050250,-620,352
0.000050260,-264,-340
0.000050270,-364,-408
0.000050280,-400,-232
0.000050290,-620,28
0.000050300,-72,-188
0.000050310,-320,-116
0.000050320,-228,-440
0.000050330,100,-132
0.000050340,-296,324
0.000050350,20,28
0.000050360,-144,380
0.000050370,-152,280
0.000050380,20,252
0.000050390,224,4
0.000050400,436,228
0.000050410,-68,712
0.000050420,132,516
0.000050430,228,332
0.000050440,108,16
0.000050450,-268,880
0.000050460,-76,436
0.000050470,288,520
0.000050480,124,308
0.000050490,536,644
0.000050500,368,912
0.000050510,668,316
0.000050520,-32,580
0.000050530,820,492
0.000050540,900,812
0.000050550,648,512
0.000050560,584,456
0.000050570,1036,788
0.000050580,716,400
0.000050590,556,552
0.000050600,448,540
0.000050610,512,380
0.000050620,1292,412
0.000050630,1236,128
0.000050640,968,364
0.000050650,836,456
0.000050660,1352,744
0.000050670,1136,404
0.000050680,1140,352
0.000050690,1716,244
0.000050700,968,-72
0.000050710,932,184
0.000050720,1440,-108
0.000050730,488,636
0.000050740,1448,224
0.000050750,1416,64
0.000050760,1700,784
0.000050770,1536,-648
0.000050780,1880,-48
0.000050790,1172,72
0.000050800,1212,-360
0.000050810,1388,-388
0.000050820,1648,-192
0.000050830,1504,72
0.000050840,920,-1060
0.000050850,816,-4
0.000050860,1172,-400
0.000050870,1440,-188
0.000050880,1936,-444
0.000050890,976,-924
0.000050900,1108,-824
0.000050910,940,-352
0.000050920,372,-664
0.000050930,128,-820
0.000050940,1308,-1352
0.000050950,796,-916
0.000050960,552,-1416
0.000050970,1080,-1132
0.000050980,444,-800
0.000050990,792,-1080
0.000051000,564,-1448
0.000051010,544,-1392
0.000051020,968,-1432
0.000051030,812,-572
0.000051040,388,-836
0.000051050,244,-296
0.000051060,708,-992
0.000051070,292,-1340
0.000051080,196,-1320
0.000051090,128,-220
