Time after synchronization (s),ADC I on primary,ADC Q on primary
0.000073020,40,40
0.000073030,-36,-36
0.000073040,32,32
0.000073050,-324,-324
0.000073060,-128,-128
0.000073070,-4,-4
0.000073080,-420,-420
0.000073090,-196,-196
0.000073100,-376,-376
0.000073110,-496,-496
0.000073120,-432,-432
0.000073130,-432,-432
0.000073140,-620,-620
0.000073150,-1032,-1032
0.000073160,-1188,-1188
0.000073170,-596,-596
0.000073180,-296,-296
0.000073190,-620,-620
0.000073200,-500,-500
0.000073210,-856,-856
0.000073220,-816,-816
0.000073230,-388,-388
0.000073240,-248,-248
0.000073250,-340,-340
0.000073260,-52,-52
0.000073270,-176,-176
0.000073280,72,72
0.000073290,136,136
0.000073300,-84,-84
0.000073310,132,132
0.000073320,344,344
0.000073330,268,268
0.000073340,192,192
0.000073350,404,404
0.000073360,352,352
0.000073370,500,500
0.000073380,736,736
0.000073390,648,648
0.000073400,572,572
0.000073410,740,740
0.000073420,1236,1236
0.000073430,824,824
0.000073440,1188,1188
0.000073450,1176,1176
0.000073460,1448,1448
0.000073470,1248,1248
0.000073480,1360,1360
0.000073490,2004,2004
0.000073500,1356,1356
0.000073510,1820,1820
0.000073520,1588,1588
0.000073530,1896,1896
0.000073540,1948,1948
0.000073550,2052,2052
0.000073560,1880,1880
0.000073570,1608,1608
0.000073580,2160,2160
0.000073590,2132,2132
0.000073600,2024,2024
0.000073610,1992,1992
0.000073620,2280,2280
0.000073630,2352,2352
0.000073640,2264,2264
0.000073650,2436,2436
0.000073660,2372,2372
0.000073670,2676,2676
0.000073680,2348,2348
0.000073690,2080,2080
0.000073700,2012,2012
0.000073710,2064,2064
0.000073720,2380,2380
0.000073730,2044,2044
0.000073740,2324,2324
0.000073750,2112,2112
0.000073760,1868,1868
0.000073770,1828,1828
0.000073780,1728,1728
0.000073790,1852,1852
0.000073800,1596,1596
0.000073810,1732,1732
0.000073820,1556,1556
0.000073830,1552,1552
0.000073840,1628,1628
0.000073850,1584,1584
0.000073860,1084,1084
0.000073870,1476,1476
0.000073880,1140,1140
0.000073890,744,744
0.000073900,1116,1116
0.000073910,1176,1176
0.000073920,860,860
0.000073930,596,596
0.000073940,728,728
0.000073950,604,604
0.000073960,628,628
0.000073970,160,160
0.000073980,512,512
0.000073990,236,236
0.000074000,120,120
0.000074010,68,68
0.000074020,-112,-112
0.000074030,152,152
0.000074040,-156,-156
0.000074050,-268,-268
0.000074060,-212,-212
0.000074070,36,36
0.000074080,-144,-144
0.000074090,-476,-476
0.000074100,-488,-488
0.000074110,-552,-552
0.000074120,-744,-744
0.000074130,-444,-444
0.000074140,-448,-448
0.000074150,-368,-368
0.000074160,-696,-696
0.000074170,-732,-732
0.000074180,-404,-404
0.000074190,-552,-552
0.000074200,-460,-460
0.000074210,-268,-268
0.000074220,-396,-396
0.000074230,-380,-380
0.000074240,-280,-280
0.000074250,-172,-172
0.000074260,-200,-200
0.000074270,-204,-204
0.000074280,-328,-328
0.000074290,-164,-164
0.000074300,-112,-112
0.000074310,132,132
0.000074320,28,28
0.000074330,144,144
0.000074340,44,44
0.000074350,244,244
0.000074360,192,192
0.000074370,660,660
0.000074380,692,692
0.000074390,608,608
0.000074400,920,920
0.000074410,740,740
0.000074420,820,820
0.000074430,1156,1156
0.000074440,832,832
0.000074450,1136,1136
0.000074460,1252,1252
0.000074470,1656,1656
0.000074480,1592,1592
0.000074490,1652,1652
0.000074500,1724,1724
0.000074510,1580,1580
0.000074520,1492,1492
0.000074530,1660,1660
0.000074540,2000,2000
0.000074550,2160,2160
0.000074560,2172,2172
0.000074570,2112,2112
0.000074580,1924,1924
0.000074590,2344,2344
0.000074600,2356,2356
0.000074610,2304,2304
0.000074620,2124,2124
0.000074630,2440,2440
0.000074640,2072,2072
0.000074650,2296,2296
0.000074660,2332,2332
0.000074670,2304,2304
0.000074680,2032,2032
0.000074690,1996,1996
0.000074700,2460,2460
0.000074710,2128,2128
0.000074720,2356,2356
0.000074730,2368,2368
0.000074740,2428,2428
0.000074750,1892,1892
0.000074760,2468,2468
0.000074770,1584,1584
0.000074780,2008,2008
0.000074790,2132,2132
0.000074800,1744,1744
0.000074810,1604,1604
0.000074820,1848,1848
0.000074830,1468,1468
0.000074840,1388,1388
0.000074850,1228,1228
0.000074860,1116,1116
0.000074870,1068,1068
0.000074880,1264,1264
0.000074890,984,984
0.000074900,876,876
0.000074910,604,604
0.000074920,560,560
0.000074930,1088,1088
0.000074940,476,476
0.000074950,696,696
0.000074960,620,620
0.000074970,328,328
0.000074980,168,168
0.000074990,332,332
0.000075000,-80,-80
0.000075010,-32,-32
0.000075020,76,76
0.000075030,232,232
0.000075040,164,164
0.000075050,-396,-396
0.000075060,-84,-84
0.000075070,-192,-192
0.000075080,-448,-448
0.000075090,-476,-476
0.000075100,-284,-284
0.000075110,-324,-324
0.000075120,-464,-464
0.000075130,-312,-312
0.000075140,-724,-724
0.000075150,-608,-608
0.000075160,-600,-600
0.000075170,-864,-864
0.000075180,-512,-512
0.000075190,-436,-436
0.000075200,-676,-676
0.000075210,-360,-360
0.000075220,-516,-516
0.000075230,-380,-380
0.000075240,-336,-336
0.000075250,-588,-588
0.000075260,-352,-352
0.000075270,-252,-252
0.000075280,-260,-260
0.000075290,-280,-280
0.000075300,-108,-108
0.000075310,428,428
0.000075320,200,200
0.000075330,0,0
0.000075340,336,336
0.000075350,556,556
0.000075360,516,516
0.000075370,252,252
0.000075380,328,328
0.000075390,500,500
0.000075400,832,832
0.000075410,820,820
0.000075420,1296,1296
0.000075430,704,704
0.000075440,1452,1452
0.000075450,1440,1440
0.000075460,1172,1172
0.000075470,1608,1608
0.000075480,1332,1332
0.000075490,1792,1792
0.000075500,1696,1696
0.000075510,1812,1812
0.000075520,1652,1652
0.000075530,2040,2040
0.000075540,1868,1868
0.000075550,1792,1792
0.000075560,2136,2136
0.000075570,2424,2424
0.000075580,2248,2248
0.000075590,2016,2016
0.000075600,2296,2296
0.000075610,2488,2488
0.000075620,2508,2508
0.000075630,2496,2496
0.000075640,2416,2416
0.000075650,2368,2368
0.000075660,2168,2168
0.000075670,2488,2488
0.000075680,2048,2048
0.000075690,2408,2408
0.000075700,2404,2404
0.000075710,2148,2148
0.000075720,2032,2032
0.000075730,2100,2100
0.000075740,1808,1808
0.000075750,2152,2152
0.000075760,2144,2144
0.000075770,1788,1788
0.000075780,1940,1940
0.000075790,1736,1736
0.000075800,1444,1444
0.000075810,1836,1836
0.000075820,1664,1664
0.000075830,1428,1428
0.000075840,1724,1724
0.000075850,1300,1300
0.000075860,1044,1044
0.000075870,1196,1196
0.000075880,848,848
0.000075890,928,928
0.000075900,1008,1008
0.000075910,888,888
0.000075920,1068,1068
0.000075930,420,420
0.000075940,640,640
0.000075950,728,728
0.000075960,536,536
0.000075970,276,276
0.000075980,320,320
0.000075990,184,184
0.000076000,368,368
0.000076010,128,128
0.000076020,288,288
0.000076030,-352,-352
0.000076040,64,64
0.000076050,-204,-204
0.000076060,-148,-148
0.000076070,-480,-480
0.000076080,-356,-356
0.000076090,-48,-48
0.000076100,-384,-384
0.000076110,-424,-424
0.000076120,-440,-440
0.000076130,-600,-600
0.000076140,-712,-712
0.000076150,-556,-556
0.000076160,-280,-280
0.000076170,-472,-472
0.000076180,-300,-300
0.000076190,-420,-420
0.000076200,-328,-328
0.000076210,-1048,-1048
0.000076220,-460,-460
0.000076230,-392,-392
0.000076240,-456,-456
0.000076250,-364,-364
0.000076260,-344,-344
0.000076270,80,80
0.000076280,-68,-68
0.000076290,-144,-144
0.000076300,72,72
0.000076310,92,92
0.000076320,492,492
0.000076330,112,112
0.000076340,280,280
0.000076350,300,300
0.000076360,696,696
0.000076370,456,456
0.000076380,616,616
0.000076390,752,752
0.000076400,768,768
0.000076410,1116,1116
0.000076420,980,980
0.000076430,684,684
0.000076440,1112,1112
0.000076450,1156,1156
0.000076460,1336,1336
0.000076470,1264,1264
0.000076480,1456,1456
0.000076490,1376,1376
0.000076500,1648,1648
0.000076510,1632,1632
0.000076520,1620,1620
0.000076530,1628,1628
0.000076540,1760,1760
0.000076550,2088,2088
0.000076560,2044,2044
0.000076570,1932,1932
0.000076580,2172,2172
0.000076590,2200,2200
0.000076600,2120,2120
0.000076610,2012,2012
0.000076620,2172,2172
0.000076630,2384,2384
0.000076640,2528,2528
0.000076650,2228,2228
0.000076660,2404,2404
0.000076670,2240,2240
0.000076680,2324,2324
0.000076690,2356,2356
0.000076700,2556,2556
0.000076710,2088,2088
0.000076720,1944,1944
0.000076730,2060,2060
0.000076740,2152,2152
0.000076750,2064,2064
0.000076760,1756,1756
0.000076770,1840,1840
0.000076780,2032,2032
0.000076790,1832,1832
0.000076800,2092,2092
0.000076810,1468,1468
0.000076820,1820,1820
0.000076830,1660,1660
0.000076840,1432,1432
0.000076850,920,920
0.000076860,1492,1492
0.000076870,1008,1008
0.000076880,988,988
0.000076890,1200,1200
0.000076900,1140,1140
0.000076910,1380,1380
0.000076920,688,688
0.000076930,944,944
0.000076940,748,748
0.000076950,532,532
0.000076960,200,200
0.000076970,132,132
0.000076980,204,204
0.000076990,116,116
0.000077000,68,68
0.000077010,52,52
0.000077020,-316,-316
0.000077030,-312,-312
0.000077040,-140,-140
0.000077050,-12,-12
0.000077060,-240,-240
0.000077070,20,20
0.000077080,-452,-452
0.000077090,-416,-416
0.000077100,-476,-476
0.000077110,-564,-564
0.000077120,-272,-272
0.000077130,-560,-560
0.000077140,-404,-404
0.000077150,-636,-636
0.000077160,-672,-672
0.000077170,-444,-444
0.000077180,-312,-312
0.000077190,-376,-376
0.000077200,-480,-480
0.000077210,-572,-572
0.000077220,-248,-248
0.000077230,-264,-264
0.000077240,-328,-328
0.000077250,-348,-348
0.000077260,-188,-188
0.000077270,-356,-356
0.000077280,-268,-268
0.000077290,-68,-68
0.000077300,120,120
0.000077310,-24,-24
0.000077320,152,152
0.000077330,232,232
0.000077340,136,136
0.000077350,-56,-56
0.000077360,220,220
0.000077370,668,668
0.000077380,504,504
0.000077390,616,616
0.000077400,920,920
0.000077410,596,596
0.000077420,1076,1076
0.000077430,784,784
0.000077440,908,908
0.000077450,1160,1160
0.000077460,1268,1268
0.000077470,1440,1440
0.000077480,1196,1196
0.000077490,1620,1620
0.000077500,1760,1760
0.000077510,1488,1488
0.000077520,1852,1852
0.000077530,1624,1624
0.000077540,2096,2096
0.000077550,1976,1976
0.000077560,1948,1948
0.000077570,2224,2224
0.000077580,2020,2020
0.000077590,2240,2240
0.000077600,2016,2016
0.000077610,2316,2316
0.000077620,2252,2252
0.000077630,2204,2204
0.000077640,2444,2444
0.000077650,1976,1976
0.000077660,2180,2180
0.000077670,2448,2448
0.000077680,1996,1996
0.000077690,2140,2140
0.000077700,2384,2384
0.000077710,2136,2136
0.000077720,1920,1920
0.000077730,2464,2464
0.000077740,2336,2336
0.000077750,2264,2264
0.000077760,1820,1820
0.000077770,1824,1824
0.000077780,1916,1916
0.000077790,2084,2084
0.000077800,1892,1892
0.000077810,1896,1896
0.000077820,1632,1632
0.000077830,1692,1692
0.000077840,1464,1464
0.000077850,1308,1308
0.000077860,1608,1608
0.000077870,1516,1516
0.000077880,1088,1088
0.000077890,1336,1336
0.000077900,856,856
0.000077910,964,964
0.000077920,404,404
0.000077930,1080,1080
0.000077940,828,828
0.000077950,316,316
0.000077960,556,556
0.000077970,628,628
0.000077980,20,20
0.000077990,248,248
0.000078000,-36,-36
0.000078010,140,140
0.000078020,-148,-148
0.000078030,-144,-144
0.000078040,-348,-348
0.000078050,-368,-368
0.000078060,-272,-272
0.000078070,-304,-304
0.000078080,-180,-180
0.000078090,-528,-528
0.000078100,-376,-376
0.000078110,-536,-536
0.000078120,-404,-404
0.000078130,-492,-492
0.000078140,-416,-416
0.000078150,-556,-556
0.000078160,-376,-376
0.000078170,-468,-468
0.000078180,-960,-960
0.000078190,-532,-532
0.000078200,-520,-520
0.000078210,-568,-568
0.000078220,-616,-616
0.000078230,-528,-528
0.000078240,-400,-400
0.000078250,-232,-232
0.000078260,-460,-460
0.000078270,-276,-276
0.000078280,-204,-204
0.000078290,-192,-192
0.000078300,48,48
0.000078310,4,4
0.000078320,-116,-116
0.000078330,128,128
0.000078340,332,332
0.000078350,608,608
0.000078360,872,872
0.000078370,584,584
0.000078380,836,836
0.000078390,752,752
0.000078400,708,708
0.000078410,832,832
0.000078420,944,944
0.000078430,1016,1016
0.000078440,1084,1084
0.000078450,1232,1232
0.000078460,1384,1384
0.000078470,1152,1152
0.000078480,1504,1504
0.000078490,1688,1688
0.000078500,1648,1648
0.000078510,1412,1412
0.000078520,1676,1676
0.000078530,1904,1904
0.000078540,1692,1692
0.000078550,1940,1940
0.000078560,1924,1924
0.000078570,1912,1912
0.000078580,2112,2112
0.000078590,2420,2420
0.000078600,2324,2324
0.000078610,2244,2244
0.000078620,2428,2428
0.000078630,2084,2084
0.000078640,2272,2272
0.000078650,2808,2808
0.000078660,2336,2336
0.000078670,2088,2088
0.000078680,2380,2380
0.000078690,2184,2184
0.000078700,2404,2404
0.000078710,2200,2200
0.000078720,2368,2368
0.000078730,1976,1976
0.000078740,2236,2236
0.000078750,1920,1920
0.000078760,1996,1996
0.000078770,2132,2132
0.000078780,1776,1776
0.000078790,1904,1904
0.000078800,1868,1868
0.000078810,2024,2024
0.000078820,1368,1368
0.000078830,1600,1600
0.000078840,1648,1648
0.000078850,1632,1632
0.000078860,1512,1512
0.000078870,1408,1408
0.000078880,1056,1056
0.000078890,756,756
0.000078900,948,948
0.000078910,1028,1028
0.000078920,576,576
0.000078930,840,840
0.000078940,420,420
0.000078950,612,612
0.000078960,592,592
0.000078970,216,216
0.000078980,356,356
0.000078990,388,388
0.000079000,184,184
0.000079010,248,248
0.000079020,88,88
0.000079030,-32,-32
0.000079040,108,108
0.000079050,-184,-184
0.000079060,-424,-424
0.000079070,-164,-164
0.000079080,-240,-240
0.000079090,-620,-620
0.000079100,-432,-432
0.000079110,8,8
0.000079120,-536,-536
0.000079130,-448,-448
0.000079140,-556,-556
0.000079150,-488,-488
0.000079160,-788,-788
0.000079170,-484,-484
0.000079180,-600,-600
0.000079190,-644,-644
0.000079200,-632,-632
0.000079210,-276,-276
0.000079220,-232,-232
0.000079230,-400,-400
0.000079240,-144,-144
0.000079250,-160,-160
0.000079260,-228,-228
0.000079270,-200,-200
0.000079280,-460,-460
0.000079290,148,148
0.000079300,68,68
0.000079310,-256,-256
0.000079320,112,112
0.000079330,280,280
0.000079340,516,516
0.000079350,536,536
0.000079360,440,440
0.000079370,424,424
0.000079380,616,616
0.000079390,836,836
0.000079400,848,848
0.000079410,1176,1176
0.000079420,1000,1000
0.000079430,768,768
0.000079440,1196,1196
0.000079450,1332,1332
0.000079460,1256,1256
0.000079470,1240,1240
0.000079480,1044,1044
0.000079490,1596,1596
0.000079500,1320,1320
0.000079510,1720,1720
0.000079520,1496,1496
0.000079530,2000,2000
0.000079540,1812,1812
0.000079550,1796,1796
0.000079560,1784,1784
0.000079570,1772,1772
0.000079580,2168,2168
0.000079590,1840,1840
0.000079600,2364,2364
0.000079610,2152,2152
0.000079620,2512,2512
0.000079630,1928,1928
0.000079640,2324,2324
0.000079650,2148,2148
0.000079660,2184,2184
0.000079670,1904,1904
0.000079680,1956,1956
0.000079690,2200,2200
0.000079700,2424,2424
0.000079710,2092,2092
0.000079720,2348,2348
0.000079730,1984,1984
0.000079740,2280,2280
0.000079750,1788,1788
0.000079760,2304,2304
0.000079770,1832,1832
0.000079780,2032,2032
0.000079790,1872,1872
0.000079800,1504,1504
0.000079810,1948,1948
0.000079820,1708,1708
0.000079830,1520,1520
0.000079840,1548,1548
0.000079850,1680,1680
0.000079860,1240,1240
0.000079870,1112,1112
0.000079880,1168,1168
0.000079890,1188,1188
0.000079900,828,828
0.000079910,984,984
0.000079920,492,492
0.000079930,796,796
0.000079940,1048,1048
0.000079950,784,784
0.000079960,760,760
0.000079970,52,52
0.000079980,168,168
0.000079990,-116,-116
0.000080000,-8,-8
0.000080010,244,244
0.000080020,176,176
0.000080030,-56,-56
0.000080040,28,28
0.000080050,-116,-116
0.000080060,-284,-284
0.000080070,-512,-512
0.000080080,-620,-620
0.000080090,-444,-444
0.000080100,-712,-712
0.000080110,-736,-736
0.000080120,-432,-432
0.000080130,-496,-496
0.000080140,-300,-300
0.000080150,-420,-420
0.000080160,-616,-616
0.000080170,-552,-552
0.000080180,-560,-560
0.000080190,-420,-420
0.000080200,-668,-668
0.000080210,-336,-336
0.000080220,-544,-544
0.000080230,-388,-388
0.000080240,60,60
0.000080250,-364,-364
0.000080260,-520,-520
0.000080270,-384,-384
0.000080280,-68,-68
0.000080290,-108,-108
0.000080300,-196,-196
0.000080310,-72,-72
0.000080320,320,320
0.000080330,172,172
0.000080340,156,156
0.000080350,372,372
0.000080360,304,304
0.000080370,732,732
0.000080380,756,756
0.000080390,736,736
0.000080400,620,620
0.000080410,1012,1012
0.000080420,892,892
0.000080430,1400,1400
0.000080440,1224,1224
0.000080450,1164,1164
0.000080460,1260,1260
0.000080470,1568,1568
0.000080480,1400,1400
0.000080490,1544,1544
0.000080500,1556,1556
0.000080510,2164,2164
0.000080520,1808,1808
0.000080530,2080,2080
0.000080540,1972,1972
0.000080550,1780,1780
0.000080560,1800,1800
0.000080570,1888,1888
0.000080580,1864,1864
0.000080590,2184,2184
0.000080600,2220,2220
0.000080610,2344,2344
0.000080620,2044,2044
0.000080630,2188,2188
0.000080640,1996,1996
0.000080650,2272,2272
0.000080660,2564,2564
0.000080670,2080,2080
0.000080680,2136,2136
0.000080690,2320,2320
0.000080700,2412,2412
0.000080710,2524,2524
0.000080720,2152,2152
0.000080730,2208,2208
0.000080740,1920,1920
0.000080750,1980,1980
0.000080760,2088,2088
0.000080770,1844,1844
0.000080780,2204,2204
0.000080790,1428,1428
0.000080800,1996,1996
0.000080810,1864,1864
0.000080820,1816,1816
0.000080830,1784,1784
0.000080840,1764,1764
0.000080850,1612,1612
0.000080860,1256,1256
0.000080870,1260,1260
0.000080880,1288,1288
0.000080890,764,764
0.000080900,984,984
0.000080910,784,784
0.000080920,724,724
0.000080930,708,708
0.000080940,696,696
0.000080950,800,800
0.000080960,472,472
0.000080970,276,276
0.000080980,560,560
0.000080990,216,216
0.000081000,80,80
0.000081010,-64,-64
0.000081020,152,152
0.000081030,-12,-12
0.000081040,-720,-720
0.000081050,-8,-8
0.000081060,-364,-364
0.000081070,-176,-176
0.000081080,-280,-280
0.000081090,-232,-232
0.000081100,-556,-556
0.000081110,-416,-416
0.000081120,-568,-568
0.000081130,-324,-324
0.000081140,-620,-620
0.000081150,-224,-224
0.000081160,-56,-56
0.000081170,-720,-720
0.000081180,-464,-464
0.000081190,-460,-460
0.000081200,-524,-524
0.000081210,-676,-676
0.000081220,-608,-608
0.000081230,-340,-340
0.000081240,-212,-212
0.000081250,-332,-332
0.000081260,-344,-344
0.000081270,316,316
0.000081280,-596,-596
0.000081290,-92,-92
0.000081300,-88,-88
0.000081310,276,276
0.000081320,452,452
0.000081330,4,4
0.000081340,96,96
0.000081350,380,380
0.000081360,764,764
0.000081370,864,864
0.000081380,972,972
0.000081390,1148,1148
0.000081400,820,820
0.000081410,708,708
0.000081420,1096,1096
0.000081430,1428,1428
0.000081440,1300,1300
0.000081450,1348,1348
0.000081460,1640,1640
0.000081470,1496,1496
0.000081480,1252,1252
0.000081490,1480,1480
0.000081500,1828,1828
0.000081510,2128,2128
0.000081520,2100,2100
0.000081530,1848,1848
0.000081540,1684,1684
0.000081550,2012,2012
0.000081560,1900,1900
0.000081570,1884,1884
0.000081580,2128,2128
0.000081590,2316,2316
0.000081600,1892,1892
0.000081610,2368,2368
0.000081620,2232,2232
0.000081630,2228,2228
0.000081640,2608,2608
0.000081650,2268,2268
0.000081660,2140,2140
0.000081670,2264,2264
0.000081680,2172,2172
0.000081690,2540,2540
0.000081700,1936,1936
0.000081710,2336,2336
0.000081720,2120,2120
0.000081730,2080,2080
0.000081740,2080,2080
0.000081750,1952,1952
0.000081760,1688,1688
0.000081770,2076,2076
0.000081780,2132,2132
0.000081790,1780,1780
0.000081800,1792,1792
0.000081810,1784,1784
0.000081820,1784,1784
0.000081830,1488,1488
0.000081840,1428,1428
0.000081850,1484,1484
0.000081860,1096,1096
0.000081870,1064,1064
0.000081880,1196,1196
0.000081890,688,688
0.000081900,784,784
0.000081910,556,556
0.000081920,792,792
0.000081930,672,672
0.000081940,512,512
0.000081950,896,896
0.000081960,272,272
0.000081970,268,268
0.000081980,188,188
0.000081990,84,84
0.000082000,228,228
0.000082010,224,224
0.000082020,-40,-40
0.000082030,-72,-72
0.000082040,-232,-232
0.000082050,-364,-364
0.000082060,-252,-252
0.000082070,-216,-216
0.000082080,-472,-472
0.000082090,-92,-92
0.000082100,-440,-440
0.000082110,-640,-640
0.000082120,-552,-552
0.000082130,-320,-320
0.000082140,-348,-348
0.000082150,-504,-504
0.000082160,-292,-292
0.000082170,-640,-640
0.000082180,-640,-640
0.000082190,-368,-368
0.000082200,-564,-564
0.000082210,-516,-516
0.000082220,-304,-304
0.000082230,-268,-268
0.000082240,-464,-464
0.000082250,-232,-232
0.000082260,-464,-464
0.000082270,-124,-124
0.000082280,-404,-404
0.000082290,-384,-384
0.000082300,164,164
0.000082310,104,104
0.000082320,264,264
0.000082330,496,496
0.000082340,196,196
0.000082350,444,444
0.000082360,432,432
0.000082370,752,752
0.000082380,888,888
0.000082390,164,164
0.000082400,776,776
0.000082410,764,764
0.000082420,988,988
0.000082430,1092,1092
0.000082440,1180,1180
0.000082450,1316,1316
0.000082460,1100,1100
0.000082470,1656,1656
0.000082480,1528,1528
0.000082490,1624,1624
0.000082500,1480,1480
0.000082510,1632,1632
0.000082520,1872,1872
0.000082530,1832,1832
0.000082540,2008,2008
0.000082550,1972,1972
0.000082560,2044,2044
0.000082570,2080,2080
0.000082580,1872,1872
0.000082590,1956,1956
0.000082600,2208,2208
0.000082610,1856,1856
0.000082620,2124,2124
0.000082630,2320,2320
0.000082640,2480,2480
0.000082650,2328,2328
0.000082660,2272,2272
0.000082670,2224,2224
0.000082680,2476,2476
0.000082690,2060,2060
0.000082700,2100,2100
0.000082710,1948,1948
0.000082720,2108,2108
0.000082730,2180,2180
0.000082740,1660,1660
0.000082750,2152,2152
0.000082760,2092,2092
0.000082770,1948,1948
0.000082780,1780,1780
0.000082790,2028,2028
0.000082800,1996,1996
0.000082810,1576,1576
0.000082820,1468,1468
0.000082830,1644,1644
0.000082840,1664,1664
0.000082850,1400,1400
0.000082860,1544,1544
0.000082870,1120,1120
0.000082880,1176,1176
0.000082890,984,984
0.000082900,944,944
0.000082910,948,948
0.000082920,976,976
0.000082930,508,508
0.000082940,364,364
0.000082950,628,628
0.000082960,448,448
0.000082970,272,272
0.000082980,536,536
0.000082990,-52,-52
0.000083000,324,324
0.000083010,-160,-160
0.000083020,-244,-244
0.000083030,104,104
0.000083040,-360,-360
0.000083050,-52,-52
0.000083060,-468,-468
0.000083070,12,12
0.000083080,-128,-128
0.000083090,-508,-508
0.000083100,-248,-248
0.000083110,-568,-568
0.000083120,-420,-420
0.000083130,-784,-784
0.000083140,-612,-612
0.000083150,-468,-468
0.000083160,-428,-428
0.000083170,-280,-280
0.000083180,-564,-564
0.000083190,-648,-648
0.000083200,-476,-476
0.000083210,-396,-396
0.000083220,-368,-368
0.000083230,-140,-140
0.000083240,-264,-264
0.000083250,-104,-104
0.000083260,168,168
0.000083270,-220,-220
0.000083280,-256,-256
0.000083290,-208,-208
0.000083300,12,12
0.000083310,8,8
0.000083320,112,112
0.000083330,184,184
0.000083340,444,444
0.000083350,484,484
0.000083360,584,584
0.000083370,572,572
0.000083380,848,848
0.000083390,768,768
0.000083400,548,548
0.000083410,800,800
0.000083420,912,912
0.000083430,924,924
0.000083440,1156,1156
0.000083450,1000,1000
0.000083460,1000,1000
0.000083470,1620,1620
0.000083480,1284,1284
0.000083490,1532,1532
0.000083500,1652,1652
0.000083510,1624,1624
0.000083520,1836,1836
0.000083530,1748,1748
0.000083540,2376,2376
0.000083550,1932,1932
0.000083560,1784,1784
0.000083570,2244,2244
0.000083580,2120,2120
0.000083590,2308,2308
0.000083600,2232,2232
0.000083610,2080,2080
0.000083620,2140,2140
0.000083630,2060,2060
0.000083640,1908,1908
0.000083650,2192,2192
0.000083660,2184,2184
0.000083670,2244,2244
0.000083680,2248,2248
0.000083690,2260,2260
0.000083700,2252,2252
0.000083710,2472,2472
0.000083720,2156,2156
0.000083730,1972,1972
0.000083740,2144,2144
0.000083750,2180,2180
0.000083760,2004,2004
0.000083770,2172,2172
0.000083780,1960,1960
0.000083790,1984,1984
0.000083800,1712,1712
0.000083810,1768,1768
0.000083820,1540,1540
0.000083830,1444,1444
0.000083840,1160,1160
0.000083850,1416,1416
0.000083860,1108,1108
0.000083870,1500,1500
0.000083880,708,708
0.000083890,1112,1112
0.000083900,984,984
0.000083910,1048,1048
0.000083920,656,656
0.000083930,704,704
0.000083940,332,332
0.000083950,428,428
0.000083960,528,528
0.000083970,128,128
0.000083980,-36,-36
0.000083990,328,328
0.000084000,160,160
0.000084010,72,72
0.000084020,-148,-148
0.000084030,-56,-56
0.000084040,-148,-148
0.000084050,-264,-264
0.000084060,-332,-332
0.000084070,-592,-592
0.000084080,-256,-256
0.000084090,-152,-152
0.000084100,-548,-548
0.000084110,-56,-56
0.000084120,-704,-704
0.000084130,-380,-380
0.000084140,-356,-356
0.000084150,-784,-784
0.000084160,-192,-192
0.000084170,-388,-388
0.000084180,-624,-624
0.000084190,-376,-376
0.000084200,-688,-688
0.000084210,-612,-612
0.000084220,-696,-696
0.000084230,-440,-440
0.000084240,-468,-468
0.000084250,144,144
0.000084260,-268,-268
0.000084270,-264,-264
0.000084280,-196,-196
0.000084290,-128,-128
0.000084300,124,124
0.000084310,216,216
0.000084320,-20,-20
0.000084330,136,136
0.000084340,160,160
0.000084350,532,532
0.000084360,624,624
0.000084370,444,444
0.000084380,636,636
0.000084390,676,676
0.000084400,808,808
0.000084410,744,744
0.000084420,968,968
0.000084430,1040,1040
0.000084440,1400,1400
0.000084450,956,956
0.000084460,916,916
0.000084470,1388,1388
0.000084480,1584,1584
0.000084490,1764,1764
0.000084500,1976,1976
0.000084510,1724,1724
0.000084520,1728,1728
0.000084530,1736,1736
0.000084540,1512,1512
0.000084550,2024,2024
0.000084560,2060,2060
0.000084570,2584,2584
0.000084580,2140,2140
0.000084590,2176,2176
0.000084600,2248,2248
0.000084610,2496,2496
0.000084620,2520,2520
0.000084630,2140,2140
0.000084640,2316,2316
0.000084650,2404,2404
0.000084660,2304,2304
0.000084670,2392,2392
0.000084680,2016,2016
0.000084690,2288,2288
0.000084700,2060,2060
0.000084710,2204,2204
0.000084720,1972,1972
0.000084730,2196,2196
0.000084740,2024,2024
0.000084750,2068,2068
0.000084760,2192,2192
0.000084770,2072,2072
0.000084780,2128,2128
0.000084790,1936,1936
0.000084800,1816,1816
0.000084810,1852,1852
0.000084820,1672,1672
0.000084830,1508,1508
0.000084840,1376,1376
0.000084850,1124,1124
0.000084860,1020,1020
0.000084870,1436,1436
0.000084880,1248,1248
0.000084890,1044,1044
0.000084900,700,700
0.000084910,772,772
0.000084920,964,964
0.000084930,624,624
0.000084940,604,604
0.000084950,668,668
0.000084960,364,364
0.000084970,448,448
0.000084980,108,108
0.000084990,520,520
0.000085000,124,124
0.000085010,92,92
0.000085020,-44,-44
0.000085030,-240,-240
0.000085040,-52,-52
0.000085050,4,4
0.000085060,-276,-276
0.000085070,-368,-368
0.000085080,-576,-576
0.000085090,-424,-424
0.000085100,-312,-312
0.000085110,-220,-220
0.000085120,-560,-560
0.000085130,-544,-544
0.000085140,-632,-632
0.000085150,-548,-548
0.000085160,-468,-468
