Time after synchronization (s),ADC I on primary,ADC Q on primary
0.000042270,920,920
0.000042280,888,888
0.000042290,704,704
0.000042300,976,976
0.000042310,952,952
0.000042320,576,576
0.000042330,716,716
0.000042340,944,944
0.000042350,980,980
0.000042360,1020,1020
0.000042370,560,560
0.000042380,1012,1012
0.000042390,708,708
0.000042400,592,592
0.000042410,864,864
0.000042420,944,944
0.000042430,732,732
0.000042440,1092,1092
0.000042450,940,940
0.000042460,1020,1020
0.000042470,952,952
0.000042480,888,888
0.000042490,920,920
0.000042500,788,788
0.000042510,876,876
0.000042520,1112,1112
0.000042530,912,912
0.000042540,744,744
0.000042550,600,600
0.000042560,1176,1176
0.000042570,1020,1020
0.000042580,852,852
0.000042590,536,536
0.000042600,556,556
0.000042610,860,860
0.000042620,856,856
0.000042630,776,776
0.000042640,852,852
0.000042650,832,832
0.000042660,1052,1052
0.000042670,776,776
0.000042680,1104,1104
0.000042690,788,788
0.000042700,468,468
0.000042710,692,692
0.000042720,828,828
0.000042730,676,676
0.000042740,556,556
0.000042750,808,808
0.000042760,884,884
0.000042770,676,676
0.000042780,748,748
0.000042790,744,744
0.000042800,972,972
0.000042810,916,916
0.000042820,856,856
0.000042830,740,740
0.000042840,532,532
0.000042850,808,808
0.000042860,676,676
0.000042870,916,916
0.000042880,860,860
0.000042890,860,860
0.000042900,1160,1160
0.000042910,856,856
0.000042920,816,816
0.000042930,976,976
0.000042940,796,796
0.000042950,1184,1184
0.000042960,760,760
0.000042970,712,712
0.000042980,1000,1000
0.000042990,732,732
0.000043000,1264,1264
0.000043010,1068,1068
0.000043020,772,772
0.000043030,888,888
0.000043040,740,740
0.000043050,576,576
0.000043060,1192,1192
0.000043070,656,656
0.000043080,784,784
0.000043090,808,808
0.000043100,728,728
0.000043110,1000,1000
0.000043120,864,864
0.000043130,780,780
0.000043140,952,952
0.000043150,572,572
0.000043160,1144,1144
0.000043170,1044,1044
0.000043180,948,948
0.000043190,1028,1028
0.000043200,952,952
0.000043210,772,772
0.000043220,928,928
0.000043230,1132,1132
0.000043240,552,552
0.000043250,952,952
0.000043260,1136,1136
0.000043270,800,800
0.000043280,956,956
0.000043290,832,832
0.000043300,532,532
0.000043310,1068,1068
0.000043320,936,936
0.000043330,1052,1052
0.000043340,544,544
0.000043350,788,788
0.000043360,976,976
0.000043370,568,568
0.000043380,832,832
0.000043390,464,464
0.000043400,1420,1420
0.000043410,1096,1096
0.000043420,872,872
0.000043430,760,760
0.000043440,796,796
0.000043450,916,916
0.000043460,1424,1424
0.000043470,892,892
0.000043480,692,692
0.000043490,748,748
0.000043500,1280,1280
0.000043510,832,832
0.000043520,960,960
0.000043530,276,276
0.000043540,740,740
0.000043550,940,940
0.000043560,832,832
0.000043570,804,804
0.000043580,984,984
0.000043590,1036,1036
0.000043600,1068,1068
0.000043610,832,832
0.000043620,1308,1308
0.000043630,992,992
0.000043640,868,868
0.000043650,740,740
0.000043660,508,508
0.000043670,616,616
0.000043680,796,796
0.000043690,680,680
0.000043700,724,724
0.000043710,732,732
0.000043720,932,932
0.000043730,920,920
0.000043740,1012,1012
0.000043750,1160,1160
0.000043760,964,964
0.000043770,1036,1036
0.000043780,912,912
0.000043790,776,776
0.000043800,1056,1056
0.000043810,840,840
0.000043820,936,936
0.000043830,720,720
0.000043840,1056,1056
0.000043850,1020,1020
0.000043860,704,704
0.000043870,840,840
0.000043880,1168,1168
0.000043890,1000,1000
0.000043900,948,948
0.000043910,956,956
0.000043920,820,820
0.000043930,764,764
0.000043940,1028,1028
0.000043950,872,872
0.000043960,904,904
0.000043970,740,740
0.000043980,848,848
0.000043990,824,824
0.000044000,852,852
0.000044010,928,928
0.000044020,876,876
0.000044030,948,948
0.000044040,904,904
0.000044050,1224,1224
0.000044060,944,944
0.000044070,1104,1104
0.000044080,776,776
0.000044090,1004,1004
0.000044100,728,728
0.000044110,776,776
0.000044120,756,756
0.000044130,824,824
0.000044140,1036,1036
0.000044150,684,684
0.000044160,636,636
0.000044170,1140,1140
0.000044180,840,840
0.000044190,1012,1012
0.000044200,896,896
0.000044210,756,756
0.000044220,916,916
0.000044230,764,764
0.000044240,884,884
0.000044250,1172,1172
0.000044260,832,832
0.000044270,712,712
0.000044280,980,980
0.000044290,572,572
0.000044300,1112,1112
0.000044310,1116,1116
0.000044320,804,804
0.000044330,768,768
0.000044340,936,936
0.000044350,1128,1128
0.000044360,980,980
0.000044370,944,944
0.000044380,608,608
0.000044390,888,888
0.000044400,832,832
0.000044410,472,472
0.000044420,1144,1144
0.000044430,884,884
0.000044440,1280,1280
0.000044450,584,584
0.000044460,844,844
0.000044470,1156,1156
0.000044480,1012,1012
0.000044490,984,984
0.000044500,1260,1260
0.000044510,920,920
0.000044520,1272,1272
0.000044530,932,932
0.000044540,1504,1504
0.000044550,1140,1140
0.000044560,940,940
0.000044570,1304,1304
0.000044580,944,944
0.000044590,680,680
0.000044600,1188,1188
0.000044610,1052,1052
0.000044620,852,852
0.000044630,816,816
0.000044640,724,724
0.000044650,848,848
0.000044660,928,928
0.000044670,1068,1068
0.000044680,904,904
0.000044690,600,600
0.000044700,884,884
0.000044710,744,744
0.000044720,756,756
0.000044730,828,828
0.000044740,1160,1160
0.000044750,1308,1308
0.000044760,820,820
0.000044770,572,572
0.000044780,960,960
0.000044790,1248,1248
0.000044800,720,720
0.000044810,756,756
0.000044820,1096,1096
0.000044830,644,644
0.000044840,792,792
0.000044850,1020,1020
0.000044860,700,700
0.000044870,504,504
0.000044880,1056,1056
0.000044890,904,904
0.000044900,880,880
0.000044910,1104,1104
0.000044920,820,820
0.000044930,904,904
0.000044940,1072,1072
0.000044950,872,872
0.000044960,900,900
0.000044970,800,800
0.000044980,720,720
0.000044990,1056,1056
0.000045000,632,632
0.000045010,616,616
0.000045020,660,660
0.000045030,776,776
0.000045040,1000,1000
0.000045050,948,948
0.000045060,636,636
0.000045070,872,872
0.000045080,1004,1004
0.000045090,584,584
0.000045100,1076,1076
0.000045110,776,776
0.000045120,1100,1100
0.000045130,964,964
0.000045140,956,956
0.000045150,952,952
0.000045160,1000,1000
0.000045170,808,808
0.000045180,1012,1012
0.000045190,868,868
0.000045200,796,796
0.000045210,1088,1088
0.000045220,904,904
0.000045230,984,984
0.000045240,1088,1088
0.000045250,1104,1104
0.000045260,836,836
0.000045270,932,932
0.000045280,1252,1252
0.000045290,832,832
0.000045300,676,676
0.000045310,1032,1032
0.000045320,920,920
0.000045330,904,904
0.000045340,1092,1092
0.000045350,928,928
0.000045360,808,808
0.000045370,976,976
0.000045380,796,796
0.000045390,780,780
0.000045400,796,796
0.000045410,1036,1036
0.000045420,1000,1000
0.000045430,732,732
0.000045440,780,780
0.000045450,536,536
0.000045460,892,892
0.000045470,968,968
0.000045480,716,716
0.000045490,672,672
0.000045500,852,852
0.000045510,1372,1372
0.000045520,1112,1112
0.000045530,1060,1060
0.000045540,1224,1224
0.000045550,1040,1040
0.000045560,892,892
0.000045570,984,984
0.000045580,736,736
0.000045590,828,828
0.000045600,1088,1088
0.000045610,856,856
0.000045620,904,904
0.000045630,972,972
0.000045640,848,848
0.000045650,964,964
0.000045660,728,728
0.000045670,344,344
0.000045680,804,804
0.000045690,964,964
0.000045700,480,480
0.000045710,788,788
0.000045720,700,700
0.000045730,1152,1152
0.000045740,732,732
0.000045750,892,892
0.000045760,436,436
0.000045770,960,960
0.000045780,656,656
0.000045790,764,764
0.000045800,800,800
0.000045810,1044,1044
0.000045820,1288,1288
0.000045830,740,740
0.000045840,996,996
0.000045850,1204,1204
0.000045860,1508,1508
0.000045870,1736,1736
0.000045880,1496,1496
0.000045890,1236,1236
0.000045900,1192,1192
0.000045910,1488,1488
0.000045920,860,860
0.000045930,920,920
0.000045940,628,628
0.000045950,816,816
0.000045960,516,516
0.000045970,716,716
0.000045980,532,532
0.000045990,456,456
0.000046000,324,324
0.000046010,252,252
0.000046020,264,264
0.000046030,136,136
0.000046040,-244,-244
0.000046050,-92,-92
0.000046060,144,144
0.000046070,-120,-120
0.000046080,-288,-288
0.000046090,-20,-20
0.000046100,-424,-424
0.000046110,-544,-544
0.000046120,-352,-352
0.000046130,-388,-388
0.000046140,-544,-544
0.000046150,-708,-708
0.000046160,-348,-348
0.000046170,-660,-660
0.000046180,-400,-400
0.000046190,-428,-428
0.000046200,-252,-252
0.000046210,-580,-580
0.000046220,-584,-584
0.000046230,-456,-456
0.000046240,-288,-288
0.000046250,-424,-424
0.000046260,-320,-320
0.000046270,-452,-452
0.000046280,-108,-108
0.000046290,-368,-368
0.000046300,124,124
0.000046310,-368,-368
0.000046320,-88,-88
0.000046330,228,228
0.000046340,144,144
0.000046350,420,420
0.000046360,640,640
0.000046370,392,392
0.000046380,320,320
0.000046390,300,300
0.000046400,-72,-72
0.000046410,1008,1008
0.000046420,744,744
0.000046430,908,908
0.000046440,716,716
0.000046450,792,792
0.000046460,1208,1208
0.000046470,1044,1044
0.000046480,1220,1220
0.000046490,1088,1088
0.000046500,1224,1224
0.000046510,1720,1720
0.000046520,1736,1736
0.000046530,2032,2032
0.000046540,1824,1824
0.000046550,1904,1904
0.000046560,1756,1756
0.000046570,2176,2176
0.000046580,1788,1788
0.000046590,2160,2160
0.000046600,1992,1992
0.000046610,2112,2112
0.000046620,2264,2264
0.000046630,2296,2296
0.000046640,2096,2096
0.000046650,2412,2412
0.000046660,2236,2236
0.000046670,2176,2176
0.000046680,2376,2376
0.000046690,2376,2376
0.000046700,2428,2428
0.000046710,2300,2300
0.000046720,2068,2068
0.000046730,2112,2112
0.000046740,2204,2204
0.000046750,2232,2232
0.000046760,2004,2004
0.000046770,2236,2236
0.000046780,1864,1864
0.000046790,1916,1916
0.000046800,1780,1780
0.000046810,1444,1444
0.000046820,1872,1872
0.000046830,1844,1844
0.000046840,1712,1712
0.000046850,1476,1476
0.000046860,1408,1408
0.000046870,1420,1420
0.000046880,1384,1384
0.000046890,1184,1184
0.000046900,1036,1036
0.000046910,1332,1332
0.000046920,1136,1136
0.000046930,920,920
0.000046940,676,676
0.000046950,860,860
0.000046960,752,752
0.000046970,604,604
0.000046980,416,416
0.000046990,356,356
0.000047000,612,612
0.000047010,316,316
0.000047020,-116,-116
0.000047030,-140,-140
0.000047040,116,116
0.000047050,8,8
0.000047060,-168,-168
0.000047070,-40,-40
0.000047080,-376,-376
0.000047090,-52,-52
0.000047100,-64,-64
0.000047110,-224,-224
0.000047120,-348,-348
0.000047130,-500,-500
0.000047140,-416,-416
0.000047150,-160,-160
0.000047160,-336,-336
0.000047170,-404,-404
0.000047180,-480,-480
0.000047190,-480,-480
0.000047200,-616,-616
0.000047210,-488,-488
0.000047220,-852,-852
0.000047230,-356,-356
0.000047240,-548,-548
0.000047250,-492,-492
0.000047260,-580,-580
0.000047270,-320,-320
0.000047280,-328,-328
0.000047290,-336,-336
0.000047300,-44,-44
0.000047310,76,76
0.000047320,-248,-248
0.000047330,240,240
0.000047340,-192,-192
0.000047350,288,288
0.000047360,608,608
0.000047370,300,300
0.000047380,304,304
0.000047390,300,300
0.000047400,372,372
0.000047410,500,500
0.000047420,780,780
0.000047430,420,420
0.000047440,748,748
0.000047450,984,984
0.000047460,1040,1040
0.000047470,1444,1444
0.000047480,1220,1220
0.000047490,1600,1600
0.000047500,1560,1560
0.000047510,1556,1556
0.000047520,1652,1652
0.000047530,1764,1764
0.000047540,1604,1604
0.000047550,1808,1808
0.000047560,1956,1956
0.000047570,1992,1992
0.000047580,2056,2056
0.000047590,2216,2216
0.000047600,2312,2312
0.000047610,2216,2216
0.000047620,2088,2088
0.000047630,2616,2616
0.000047640,1812,1812
0.000047650,2148,2148
0.000047660,2004,2004
0.000047670,2256,2256
0.000047680,2276,2276
0.000047690,2116,2116
0.000047700,2460,2460
0.000047710,2296,2296
0.000047720,2192,2192
0.000047730,2368,2368
0.000047740,2148,2148
0.000047750,2232,2232
0.000047760,2048,2048
0.000047770,2368,2368
0.000047780,2116,2116
0.000047790,1648,1648
0.000047800,1768,1768
0.000047810,1632,1632
0.000047820,1784,1784
0.000047830,1676,1676
0.000047840,1848,1848
0.000047850,1764,1764
0.000047860,1528,1528
0.000047870,1376,1376
0.000047880,1288,1288
0.000047890,1208,1208
0.000047900,1368,1368
0.000047910,1512,1512
0.000047920,1488,1488
0.000047930,628,628
0.000047940,1068,1068
0.000047950,1088,1088
0.000047960,900,900
0.000047970,548,548
0.000047980,288,288
0.000047990,408,408
0.000048000,268,268
0.000048010,108,108
0.000048020,224,224
0.000048030,172,172
0.000048040,-172,-172
0.000048050,-276,-276
0.000048060,140,140
0.000048070,-44,-44
0.000048080,-436,-436
0.000048090,-372,-372
0.000048100,-480,-480
0.000048110,-732,-732
0.000048120,-408,-408
0.000048130,-428,-428
0.000048140,-412,-412
0.000048150,-396,-396
0.000048160,-508,-508
0.000048170,-564,-564
0.000048180,-608,-608
0.000048190,-780,-780
0.000048200,-484,-484
0.000048210,-576,-576
0.000048220,-724,-724
0.000048230,-328,-328
0.000048240,-476,-476
0.000048250,-428,-428
0.000048260,88,88
0.000048270,-156,-156
0.000048280,-464,-464
0.000048290,-492,-492
0.000048300,-140,-140
0.000048310,-180,-180
0.000048320,-4,-4
0.000048330,-228,-228
0.000048340,192,192
0.000048350,76,76
0.000048360,-192,-192
0.000048370,320,320
0.000048380,124,124
0.000048390,396,396
0.000048400,328,328
0.000048410,392,392
0.000048420,548,548
0.000048430,800,800
0.000048440,720,720
0.000048450,1076,1076
0.000048460,1108,1108
0.000048470,1460,1460
0.000048480,748,748
0.000048490,1436,1436
0.000048500,1628,1628
0.000048510,1208,1208
0.000048520,1800,1800
0.000048530,1572,1572
0.000048540,1944,1944
0.000048550,1712,1712
0.000048560,1900,1900
0.000048570,2304,2304
0.000048580,2048,2048
0.000048590,2080,2080
0.000048600,2288,2288
0.000048610,2312,2312
0.000048620,2068,2068
0.000048630,2104,2104
0.000048640,2244,2244
0.000048650,2396,2396
0.000048660,2292,2292
0.000048670,2128,2128
0.000048680,2356,2356
0.000048690,2496,2496
0.000048700,2184,2184
0.000048710,2304,2304
0.000048720,2204,2204
0.000048730,2116,2116
0.000048740,1996,1996
0.000048750,2304,2304
0.000048760,2244,2244
0.000048770,1824,1824
0.000048780,1996,1996
0.000048790,2032,2032
0.000048800,1908,1908
0.000048810,1652,1652
0.000048820,2060,2060
0.000048830,1588,1588
0.000048840,1512,1512
0.000048850,1520,1520
0.000048860,1384,1384
0.000048870,1356,1356
0.000048880,1180,1180
0.000048890,1400,1400
0.000048900,1248,1248
0.000048910,1196,1196
0.000048920,908,908
0.000048930,860,860
0.000048940,984,984
0.000048950,884,884
0.000048960,260,260
0.000048970,796,796
0.000048980,624,624
0.000048990,320,320
0.000049000,360,360
0.000049010,280,280
0.000049020,-100,-100
0.000049030,456,456
0.000049040,-92,-92
0.000049050,-500,-500
0.000049060,160,160
0.000049070,-420,-420
0.000049080,-164,-164
0.000049090,-32,-32
0.000049100,-312,-312
0.000049110,-344,-344
0.000049120,-36,-36
0.000049130,-288,-288
0.000049140,-520,-520
0.000049150,-284,-284
0.000049160,-524,-524
0.000049170,-612,-612
0.000049180,-484,-484
0.000049190,-664,-664
0.000049200,-360,-360
0.000049210,-540,-540
0.000049220,-212,-212
0.000049230,-304,-304
0.000049240,-616,-616
0.000049250,-220,-220
0.000049260,-240,-240
0.000049270,-424,-424
0.000049280,-644,-644
0.000049290,-320,-320
0.000049300,80,80
0.000049310,-292,-292
0.000049320,-140,-140
0.000049330,-224,-224
0.000049340,160,160
0.000049350,476,476
0.000049360,520,520
0.000049370,232,232
0.000049380,296,296
0.000049390,468,468
0.000049400,600,600
0.000049410,160,160
0.000049420,288,288
0.000049430,756,756
0.000049440,832,832
0.000049450,732,732
0.000049460,1200,1200
0.000049470,1568,1568
0.000049480,1172,1172
0.000049490,1356,1356
0.000049500,1412,1412
0.000049510,1784,1784
0.000049520,1560,1560
0.000049530,1724,1724
0.000049540,1744,1744
0.000049550,1708,1708
0.000049560,1576,1576
0.000049570,2016,2016
0.000049580,2008,2008
0.000049590,2076,2076
0.000049600,1912,1912
0.000049610,2056,2056
0.000049620,2316,2316
0.000049630,2180,2180
0.000049640,2440,2440
0.000049650,2600,2600
0.000049660,2252,2252
0.000049670,2128,2128
0.000049680,2264,2264
0.000049690,2480,2480
0.000049700,2224,2224
0.000049710,2432,2432
0.000049720,2060,2060
0.000049730,2476,2476
0.000049740,2396,2396
0.000049750,2328,2328
0.000049760,2192,2192
0.000049770,2112,2112
0.000049780,1952,1952
0.000049790,1740,1740
0.000049800,2320,2320
0.000049810,1996,1996
0.000049820,2168,2168
0.000049830,1624,1624
0.000049840,1556,1556
0.000049850,1784,1784
0.000049860,1452,1452
0.000049870,1484,1484
0.000049880,1072,1072
0.000049890,1220,1220
0.000049900,1320,1320
0.000049910,1412,1412
0.000049920,1088,1088
0.000049930,540,540
0.000049940,1180,1180
0.000049950,976,976
0.000049960,488,488
0.000049970,404,404
0.000049980,440,440
0.000049990,276,276
0.000050000,84,84
0.000050010,672,672
0.000050020,164,164
0.000050030,108,108
0.000050040,-16,-16
0.000050050,-124,-124
0.000050060,-244,-244
0.000050070,-4,-4
0.000050080,112,112
0.000050090,-180,-180
0.000050100,-444,-444
0.000050110,-280,-280
0.000050120,-128,-128
0.000050130,-644,-644
0.000050140,-284,-284
0.000050150,-512,-512
0.000050160,-552,-552
0.000050170,-620,-620
0.000050180,-520,-520
0.000050190,-460,-460
0.000050200,-448,-448
0.000050210,-300,-300
0.000050220,-304,-304
0.000050230,-320,-320
0.000050240,-172,-172
0.000050250,-120,-120
0.000050260,-124,-124
0.000050270,-228,-228
0.000050280,-204,-204
0.000050290,-44,-44
0.000050300,-36,-36
0.000050310,-300,-300
0.000050320,-228,-228
0.000050330,24,24
0.000050340,-180,-180
0.000050350,268,268
0.000050360,252,252
0.000050370,388,388
0.000050380,584,584
0.000050390,264,264
0.000050400,564,564
0.000050410,832,832
0.000050420,924,924
0.000050430,820,820
0.000050440,720,720
0.000050450,1092,1092
0.000050460,1076,1076
0.000050470,1428,1428
0.000050480,1080,1080
0.000050490,1292,1292
0.000050500,1184,1184
0.000050510,1664,1664
0.000050520,1660,1660
0.000050530,1584,1584
0.000050540,1284,1284
0.000050550,1892,1892
0.000050560,1848,1848
0.000050570,1828,1828
0.000050580,1576,1576
0.000050590,2220,2220
0.000050600,2024,2024
0.000050610,1968,1968
0.000050620,2032,2032
0.000050630,2312,2312
0.000050640,2460,2460
0.000050650,2596,2596
0.000050660,2332,2332
0.000050670,2268,2268
0.000050680,1984,1984
0.000050690,2184,2184
0.000050700,1928,1928
0.000050710,2208,2208
0.000050720,2360,2360
0.000050730,1908,1908
0.000050740,2316,2316
0.000050750,2396,2396
0.000050760,2096,2096
0.000050770,1888,1888
0.000050780,2012,2012
0.000050790,1856,1856
0.000050800,2276,2276
0.000050810,1888,1888
0.000050820,1864,1864
0.000050830,1704,1704
0.000050840,1716,1716
0.000050850,1548,1548
0.000050860,1648,1648
0.000050870,1712,1712
0.000050880,1660,1660
0.000050890,1320,1320
0.000050900,1172,1172
0.000050910,1220,1220
0.000050920,1072,1072
0.000050930,656,656
0.000050940,808,808
0.000050950,936,936
0.000050960,856,856
0.000050970,236,236
0.000050980,680,680
0.000050990,728,728
0.000051000,208,208
0.000051010,240,240
0.000051020,200,200
0.000051030,12,12
0.000051040,152,152
0.000051050,88,88
0.000051060,68,68
0.000051070,-184,-184
0.000051080,-364,-364
0.000051090,-428,-428
0.000051100,-176,-176
0.000051110,-264,-264
0.000051120,-348,-348
0.000051130,-440,-440
0.000051140,-540,-540
0.000051150,-300,-300
0.000051160,-300,-300
0.000051170,-344,-344
0.000051180,-700,-700
0.000051190,-532,-532
0.000051200,-820,-820
0.000051210,-392,-392
0.000051220,-620,-620
0.000051230,-800,-800
0.000051240,-280,-280
0.000051250,-588,-588
0.000051260,-128,-128
0.000051270,-224,-224
0.000051280,0,0
0.000051290,-232,-232
0.000051300,80,80
0.000051310,-324,-324
0.000051320,-84,-84
0.000051330,-40,-40
0.000051340,368,368
0.000051350,256,256
0.000051360,180,180
0.000051370,496,496
0.000051380,420,420
0.000051390,404,404
0.000051400,804,804
0.000051410,516,516
0.000051420,764,764
0.000051430,960,960
0.000051440,1068,1068
0.000051450,1264,1264
0.000051460,1148,1148
0.000051470,1288,1288
0.000051480,936,936
0.000051490,1332,1332
0.000051500,1348,1348
0.000051510,1444,1444
0.000051520,1688,1688
0.000051530,1696,1696
0.000051540,1700,1700
0.000051550,1780,1780
0.000051560,1464,1464
0.000051570,1960,1960
0.000051580,1864,1864
0.000051590,1764,1764
0.000051600,2176,2176
0.000051610,2028,2028
0.000051620,2372,2372
0.000051630,2620,2620
0.000051640,2288,2288
0.000051650,2168,2168
0.000051660,2184,2184
0.000051670,2364,2364
0.000051680,2560,2560
0.000051690,2252,2252
0.000051700,2436,2436
0.000051710,2488,2488
0.000051720,1908,1908
0.000051730,1996,1996
0.000051740,2024,2024
0.000051750,1968,1968
0.000051760,2208,2208
0.000051770,2324,2324
0.000051780,1980,1980
0.000051790,1932,1932
0.000051800,1984,1984
0.000051810,1804,1804
0.000051820,1428,1428
0.000051830,1500,1500
0.000051840,1800,1800
0.000051850,1304,1304
0.000051860,1604,1604
0.000051870,1384,1384
0.000051880,1192,1192
0.000051890,1148,1148
0.000051900,1024,1024
0.000051910,1200,1200
0.000051920,1068,1068
0.000051930,996,996
0.000051940,1184,1184
0.000051950,764,764
0.000051960,620,620
0.000051970,856,856
0.000051980,548,548
0.000051990,260,260
0.000052000,364,364
0.000052010,-192,-192
0.000052020,-68,-68
0.000052030,356,356
0.000052040,-240,-240
0.000052050,280,280
0.000052060,120,120
0.000052070,-236,-236
0.000052080,-164,-164
0.000052090,-532,-532
0.000052100,-84,-84
0.000052110,-264,-264
0.000052120,-600,-600
0.000052130,-644,-644
0.000052140,-588,-588
0.000052150,-428,-428
0.000052160,-400,-400
0.000052170,-548,-548
0.000052180,-380,-380
0.000052190,-468,-468
0.000052200,-476,-476
0.000052210,-600,-600
0.000052220,-140,-140
0.000052230,-180,-180
0.000052240,-164,-164
0.000052250,-312,-312
0.000052260,-380,-380
0.000052270,-636,-636
0.000052280,-336,-336
0.000052290,-388,-388
0.000052300,36,36
0.000052310,60,60
0.000052320,-348,-348
0.000052330,60,60
0.000052340,184,184
0.000052350,180,180
0.000052360,344,344
0.000052370,488,488
0.000052380,256,256
0.000052390,472,472
0.000052400,524,524
0.000052410,924,924
0.000052420,688,688
0.000052430,540,540
0.000052440,1032,1032
0.000052450,1056,1056
0.000052460,856,856
0.000052470,1324,1324
0.000052480,1072,1072
0.000052490,1032,1032
0.000052500,1164,1164
0.000052510,1244,1244
0.000052520,1532,1532
0.000052530,1872,1872
0.000052540,1844,1844
0.000052550,1960,1960
0.000052560,1696,1696
0.000052570,2100,2100
0.000052580,1936,1936
0.000052590,1896,1896
0.000052600,2252,2252
0.000052610,2320,2320
0.000052620,2268,2268
0.000052630,2412,2412
0.000052640,2428,2428
0.000052650,2008,2008
0.000052660,2284,2284
0.000052670,2288,2288
0.000052680,2288,2288
0.000052690,2376,2376
0.000052700,2572,2572
0.000052710,2604,2604
0.000052720,2060,2060
0.000052730,2148,2148
0.000052740,2272,2272
0.000052750,1888,1888
0.000052760,1780,1780
0.000052770,2160,2160
0.000052780,2084,2084
0.000052790,2064,2064
0.000052800,1940,1940
0.000052810,1672,1672
0.000052820,1968,1968
0.000052830,1808,1808
0.000052840,2024,2024
0.000052850,1668,1668
0.000052860,1472,1472
0.000052870,1560,1560
0.000052880,1104,1104
0.000052890,1184,1184
0.000052900,1252,1252
0.000052910,1508,1508
0.000052920,952,952
0.000052930,592,592
0.000052940,660,660
0.000052950,1024,1024
0.000052960,636,636
0.000052970,652,652
0.000052980,248,248
0.000052990,296,296
0.000053000,224,224
0.000053010,388,388
0.000053020,24,24
0.000053030,-48,-48
0.000053040,-28,-28
0.000053050,96,96
0.000053060,-184,-184
0.000053070,76,76
0.000053080,-128,-128
0.000053090,-340,-340
0.000053100,-376,-376
0.000053110,-228,-228
0.000053120,-272,-272
0.000053130,-484,-484
0.000053140,-212,-212
0.000053150,-512,-512
0.000053160,-300,-300
0.000053170,-332,-332
0.000053180,-408,-408
0.000053190,-288,-288
0.000053200,-452,-452
0.000053210,-540,-540
0.000053220,-600,-600
0.000053230,-376,-376
0.000053240,-312,-312
0.000053250,-476,-476
0.000053260,-428,-428
0.000053270,-464,-464
0.000053280,-392,-392
0.000053290,-96,-96
0.000053300,-168,-168
0.000053310,-268,-268
0.000053320,200,200
0.000053330,60,60
0.000053340,108,108
0.000053350,292,292
0.000053360,604,604
0.000053370,336,336
0.000053380,612,612
0.000053390,304,304
0.000053400,588,588
0.000053410,624,624
0.000053420,1116,1116
0.000053430,536,536
0.000053440,948,948
0.000053450,980,980
0.000053460,1208,1208
0.000053470,1104,1104
0.000053480,1388,1388
0.000053490,1424,1424
0.000053500,1488,1488
0.000053510,1640,1640
0.000053520,1656,1656
0.000053530,1748,1748
0.000053540,1540,1540
0.000053550,1740,1740
0.000053560,2112,2112
0.000053570,2008,2008
0.000053580,2064,2064
0.000053590,2276,2276
0.000053600,2000,2000
0.000053610,2036,2036
0.000053620,2096,2096
0.000053630,2304,2304
0.000053640,2208,2208
0.000053650,2420,2420
0.000053660,2164,2164
0.000053670,2156,2156
0.000053680,2308,2308
0.000053690,2176,2176
0.000053700,2368,2368
0.000053710,2180,2180
0.000053720,2028,2028
0.000053730,2168,2168
0.000053740,2112,2112
0.000053750,2152,2152
0.000053760,2232,2232
0.000053770,2100,2100
0.000053780,1896,1896
0.000053790,1760,1760
0.000053800,2208,2208
0.000053810,1892,1892
0.000053820,1544,1544
0.000053830,1852,1852
0.000053840,1576,1576
0.000053850,1544,1544
0.000053860,1300,1300
0.000053870,1568,1568
0.000053880,1240,1240
0.000053890,1536,1536
0.000053900,1036,1036
0.000053910,1328,1328
0.000053920,1324,1324
0.000053930,1048,1048
0.000053940,512,512
0.000053950,656,656
0.000053960,932,932
0.000053970,488,488
0.000053980,372,372
0.000053990,556,556
0.000054000,120,120
0.000054010,300,300
0.000054020,184,184
0.000054030,252,252
0.000054040,-108,-108
0.000054050,-204,-204
0.000054060,-224,-224
0.000054070,-212,-212
0.000054080,116,116
0.000054090,-256,-256
0.000054100,-704,-704
0.000054110,-656,-656
0.000054120,-500,-500
0.000054130,-668,-668
0.000054140,-208,-208
0.000054150,-340,-340
0.000054160,-320,-320
0.000054170,-308,-308
0.000054180,-300,-300
0.000054190,-596,-596
0.000054200,-684,-684
0.000054210,-532,-532
0.000054220,-424,-424
0.000054230,-904,-904
0.000054240,-144,-144
0.000054250,-400,-400
0.000054260,-376,-376
0.000054270,-260,-260
0.000054280,-28,-28
0.000054290,-272,-272
0.000054300,-400,-400
0.000054310,-360,-360
0.000054320,236,236
0.000054330,-44,-44
0.000054340,-4,-4
0.000054350,360,360
0.000054360,528,528
0.000054370,8,8
0.000054380,192,192
0.000054390,652,652
0.000054400,748,748
0.000054410,880,880
0.000054420,644,644
0.000054430,664,664
0.000054440,992,992
0.000054450,828,828
0.000054460,1300,1300
0.000054470,1432,1432
0.000054480,1360,1360
0.000054490,1240,1240
0.000054500,1148,1148
0.000054510,1864,1864
0.000054520,1840,1840
0.000054530,1940,1940
0.000054540,1724,1724
0.000054550,1916,1916
0.000054560,2096,2096
0.000054570,1664,1664
0.000054580,2228,2228
0.000054590,1924,1924
0.000054600,2572,2572
0.000054610,1948,1948
0.000054620,2212,2212
0.000054630,2072,2072
0.000054640,2036,2036
0.000054650,1868,1868
0.000054660,2264,2264
0.000054670,2388,2388
0.000054680,2208,2208
0.000054690,2260,2260
0.000054700,1908,1908
