Time after synchronization (s),ADC I on primary,ADC Q on primary
0.000013330,872,112
0.000013340,1092,-20
0.000013350,1032,196
0.000013360,680,552
0.000013370,528,584
0.000013380,580,364
0.000013390,880,72
0.000013400,1032,0
0.000013410,1004,264
0.000013420,688,540
0.000013430,492,536
0.000013440,636,304
0.000013450,916,44
0.000013460,1104,-8
0.000013470,912,260
0.000013480,664,540
0.000013490,476,560
0.000013500,604,324
0.000013510,904,88
0.000013520,1052,76
0.000013530,976,288
0.000013540,692,556
0.000013550,484,576
0.000013560,604,392
0.000013570,864,44
0.000013580,1024,32
0.000013590,988,324
0.000013600,716,580
0.000013610,520,600
0.000013620,672,348
0.000013630,928,108
0.000013640,1036,44
0.000013650,984,228
0.000013660,748,532
0.000013670,544,588
0.000013680,608,332
0.000013690,812,52
0.000013700,1044,-12
0.000013710,1020,184
0.000013720,772,440
0.000013730,524,572
0.000013740,532,416
0.000013750,760,120
0.000013760,1008,-8
0.000013770,1024,100
0.000013780,788,380
0.000013790,588,604
0.000013800,536,480
0.000013810,724,104
0.000013820,956,-8
0.000013830,1052,124
0.000013840,868,344
0.000013850,616,560
0.000013860,472,492
0.000013870,640,236
0.000013880,876,40
0.000013890,1032,32
0.000013900,948,252
0.000013910,712,536
0.000013920,516,572
0.000013930,588,316
0.000013940,808,60
0.000013950,1052,16
0.000013960,1024,224
0.000013970,780,452
0.000013980,528,612
0.000013990,480,496
0.000014000,696,196
0.000014010,1032,0
0.000014020,1072,60
0.000014030,912,336
0.000014040,600,608
0.000014050,516,524
0.000014060,568,316
0.000014070,892,0
0.000014080,1040,-8
0.000014090,984,216
0.000014100,744,508
0.000014110,500,640
0.000014120,460,428
0.000014130,688,148
0.000014140,964,-24
0.000014150,1076,116
0.000014160,868,408
0.000014170,576,620
0.000014180,464,584
0.000014190,576,252
0.000014200,872,64
0.000014210,1096,-52
0.000014220,1028,244
0.000014230,736,504
0.000014240,480,624
0.000014250,452,432
0.000014260,660,196
0.000014270,992,-52
0.000014280,1088,28
0.000014290,964,256
0.000014300,676,552
0.000014310,428,636
0.000014320,508,328
0.000014330,812,0
0.000014340,1040,-124
0.000014350,1088,124
0.000014360,920,488
0.000014370,560,604
0.000014380,464,592
0.000014390,624,324
0.000014400,880,-4
0.000014410,1136,-92
0.000014420,1052,204
0.000014430,744,564
0.000014440,504,696
0.000014450,416,532
0.000014460,656,204
0.000014470,948,-96
0.000014480,1136,-64
0.000014490,1036,272
0.000014500,740,564
0.000014510,484,620
0.000014520,464,468
0.000014530,708,152
0.000014540,1028,-148
0.000014550,1136,-16
0.000014560,1012,364
0.000014570,664,660
0.000014580,372,696
0.000014590,444,424
0.000014600,696,76
0.000014610,1052,-56
0.000014620,1196,-4
0.000014630,964,360
0.000014640,620,652
0.000014650,400,644
0.000014660,448,416
0.000014670,704,8
0.000014680,1068,-128
0.000014690,1156,-36
0.000014700,992,404
0.000014710,584,720
0.000014720,396,716
0.000014730,384,420
0.000014740,728,24
0.000014750,1084,-180
0.000014760,1260,40
0.000014770,956,356
0.000014780,696,740
0.000014790,356,768
0.000014800,428,364
0.000014810,708,72
0.000014820,1072,-196
0.000014830,1216,-76
0.000014840,1092,292
0.000014850,664,640
0.000014860,372,756
0.000014870,348,508
0.000014880,676,104
0.000014890,1012,-212
0.000014900,1208,-100
0.000014910,1088,248
0.000014920,780,628
0.000014930,380,716
0.000014940,372,608
0.000014950,572,192
0.000014960,876,-132
0.000014970,1204,-116
0.000014980,1204,152
0.000014990,880,504
0.000015000,500,784
0.000015010,316,664
0.000015020,456,280
0.000015030,804,-48
0.000015040,1132,-168
0.000015050,1148,24
0.000015060,1032,476
0.000015070,612,748
0.000015080,280,740
0.000015090,344,456
0.000015100,616,-8
0.000015110,1020,-192
0.000015120,1196,-100
0.000015130,1164,216
0.000015140,824,608
0.000015150,424,708
0.000015160,332,648
0.000015170,496,268
0.000015180,864,-56
0.000015190,1156,-176
0.000015200,1216,80
0.000015210,988,412
0.000015220,624,756
0.000015230,344,736
0.000015240,404,480
0.000015250,628,108
0.000015260,1020,-164
0.000015270,1232,-92
0.000015280,1160,260
0.000015290,872,620
0.000015300,528,752
0.000015310,392,696
0.000015320,416,368
0.000015330,708,-16
0.000015340,1060,-200
0.000015350,1260,-28
0.000015360,1092,332
0.000015370,724,632
0.000015380,456,812
0.000015390,336,592
0.000015400,520,220
0.000015410,852,-88
0.000015420,1092,-188
0.000015430,1224,-8
0.000015440,1012,372
0.000015450,676,656
0.000015460,400,740
0.000015470,376,480
0.000015480,564,108
0.000015490,896,-152
0.000015500,1216,-212
0.000015510,1176,52
0.000015520,1000,428
0.000015530,652,700
0.000015540,360,768
0.000015550,288,492
0.000015560,516,148
0.000015570,880,-208
0.000015580,1196,-200
0.000015590,1228,12
0.000015600,1064,360
0.000015610,692,676
0.000015620,392,708
0.000015630,292,552
0.000015640,484,228
0.000015650,884,-140
0.000015660,1172,-180
0.000015670,1256,76
0.000015680,1076,356
0.000015690,708,644
0.000015700,388,756
0.000015710,296,564
0.000015720,444,212
0.000015730,796,-76
0.000015740,1096,-156
0.000015750,1220,-16
0.000015760,1068,264
0.000015770,824,584
0.000015780,520,820
0.000015790,316,652
0.000015800,372,348
0.000015810,672,-8
0.000015820,976,-192
0.000015830,1164,-100
0.000015840,1188,132
0.000015850,940,460
0.000015860,620,720
0.000015870,416,688
0.000015880,376,476
0.000015890,524,164
0.000015900,856,-108
0.000015910,1128,-156
0.000015920,1212,52
0.000015930,1056,388
0.000015940,764,656
0.000015950,484,716
0.000015960,336,584
0.000015970,488,360
0.000015980,716,60
0.000015990,964,-116
0.000016000,1168,-120
0.000016010,1168,140
0.000016020,1008,484
0.000016030,668,716
0.000016040,428,776
0.000016050,348,548
0.000016060,444,236
0.000016070,764,-52
0.000016080,1048,-168
0.000016090,1200,4
0.000016100,1116,248
0.000016110,936,520
0.000016120,640,716
0.000016130,440,684
0.000016140,396,484
0.000016150,568,160
0.000016160,804,-104
0.000016170,1040,-172
0.000016180,1172,4
0.000016190,1076,296
0.000016200,864,532
0.000016210,596,664
0.000016220,384,636
0.000016230,332,404
0.000016240,560,128
0.000016250,852,-52
0.000016260,1068,-120
0.000016270,1228,-12
0.000016280,1152,300
0.000016290,868,544
0.000016300,632,768
0.000016310,448,696
0.000016320,368,500
0.000016330,472,176
0.000016340,796,-80
0.000016350,1068,-176
0.000016360,1220,-108
0.000016370,1164,200
0.000016380,1012,460
0.000016390,748,640
0.000016400,400,748
0.000016410,336,532
0.000016420,460,340
0.000016430,672,36
0.000016440,956,-140
0.000016450,1120,-92
0.000016460,1204,96
0.000016470,1104,404
0.000016480,780,644
0.000016490,540,768
0.000016500,340,676
0.000016510,376,440
0.000016520,492,104
0.000016530,840,-104
0.000016540,1056,-192
0.000016550,1252,4
0.000016560,1184,260
0.000016570,984,516
0.000016580,692,708
0.000016590,476,808
0.000016600,328,576
0.000016610,424,328
0.000016620,612,24
0.000016630,864,-164
0.000016640,1144,-164
0.000016650,1236,24
0.000016660,1184,320
0.000016670,964,552
0.000016680,688,772
0.000016690,420,776
0.000016700,320,564
0.000016710,412,284
0.000016720,648,-8
0.000016730,928,-180
0.000016740,1160,-144
0.000016750,1224,72
0.000016760,1092,328
0.000016770,912,576
0.000016780,644,748
0.000016790,444,764
0.000016800,352,480
0.000016810,412,268
0.000016820,660,-40
0.000016830,956,-172
0.000016840,1148,-192
0.000016850,1256,24
0.000016860,1184,328
0.000016870,976,576
0.000016880,668,680
0.000016890,380,776
0.000016900,292,600
0.000016910,364,312
0.000016920,568,28
0.000016930,832,-144
0.000016940,1092,-216
0.000016950,1220,-128
0.000016960,1252,168
0.000016970,1068,544
0.000016980,856,700
0.000016990,496,796
0.000017000,348,704
0.000017010,356,480
0.000017020,464,180
0.000017030,684,-12
0.000017040,980,-152
0.000017050,1168,-124
0.000017060,1288,12
0.000017070,1148,300
0.000017080,920,620
0.000017090,684,748
0.000017100,428,708
0.000017110,308,620
0.000017120,368,340
0.000017130,568,72
0.000017140,760,-140
0.000017150,1040,-220
0.000017160,1220,-132
0.000017170,1264,84
0.000017180,1216,356
0.000017190,932,632
0.000017200,636,792
0.000017210,404,748
0.000017220,268,608
0.000017230,320,328
0.000017240,544,68
0.000017250,764,-184
0.000017260,992,-268
0.000017270,1228,-168
0.000017280,1248,100
0.000017290,1124,336
0.000017300,972,612
0.000017310,696,784
0.000017320,408,792
0.000017330,284,660
0.000017340,264,404
0.000017350,380,132
0.000017360,704,-140
0.000017370,892,-216
0.000017380,1164,-196
0.000017390,1272,-28
0.000017400,1192,248
0.000017410,1016,536
0.000017420,784,748
0.000017430,548,796
0.000017440,368,748
0.000017450,300,504
0.000017460,364,188
0.000017470,484,-12
0.000017480,780,-196
0.000017490,1056,-272
0.000017500,1228,-128
0.000017510,1240,112
0.000017520,1156,360
0.000017530,956,684
0.000017540,748,808
0.000017550,500,800
0.000017560,332,672
0.000017570,312,404
0.000017580,384,156
0.000017590,612,-52
0.000017600,864,-220
0.000017610,1100,-220
0.000017620,1240,-76
0.000017630,1208,128
0.000017640,1216,396
0.000017650,972,596
0.000017660,720,844
0.000017670,464,816
0.000017680,288,696
0.000017690,240,496
0.000017700,364,192
0.000017710,500,-64
0.000017720,764,-180
0.000017730,988,-260
0.000017740,1232,-160
0.000017750,1316,60
0.000017760,1272,308
0.000017770,1052,612
0.000017780,816,740
0.000017790,580,844
0.000017800,360,764
0.000017810,308,596
0.000017820,308,304
0.000017830,420,76
0.000017840,644,-68
0.000017850,916,-232
0.000017860,1152,-280
0.000017870,1300,-96
0.000017880,1344,164
0.000017890,1220,404
0.000017900,1004,672
0.000017910,744,880
0.000017920,548,876
0.000017930,348,712
0.000017940,244,580
0.000017950,292,320
0.000017960,432,92
0.000017970,664,-172
0.000017980,924,-248
0.000017990,1132,-240
0.000018000,1256,-120
0.000018010,1300,100
0.000018020,1252,328
0.000018030,1064,644
0.000018040,764,828
0.000018050,572,836
0.000018060,404,848
0.000018070,188,624
0.000018080,264,336
0.000018090,396,128
0.000018100,604,-152
0.000018110,824,-204
0.000018120,1068,-272
0.000018130,1240,-192
0.000018140,1332,56
0.000018150,1256,240
0.000018160,1156,444
0.000018170,928,716
0.000018180,756,860
0.000018190,560,836
0.000018200,412,776
0.000018210,240,616
0.000018220,300,360
0.000018230,408,156
0.000018240,600,-68
0.000018250,800,-212
0.000018260,1048,-200
0.000018270,1260,-192
0.000018280,1360,44
0.000018290,1312,176
0.000018300,1236,460
0.000018310,1024,644
0.000018320,828,816
0.000018330,616,864
0.000018340,388,788
0.000018350,256,648
0.000018360,300,436
0.000018370,336,176
0.000018380,472,-84
0.000018390,672,-180
0.000018400,916,-376
0.000018410,1052,-252
0.000018420,1256,-124
0.000018430,1300,100
0.000018440,1268,260
0.000018450,1196,564
0.000018460,956,732
0.000018470,764,876
0.000018480,520,832
0.000018490,368,748
0.000018500,276,608
0.000018510,332,356
0.000018520,316,196
0.000018530,508,20
0.000018540,644,-156
0.000018550,856,-252
0.000018560,1008,-204
0.000018570,1176,-140
0.000018580,1248,-16
0.000018590,1264,160
0.000018600,1248,316
0.000018610,1128,632
0.000018620,940,756
0.000018630,648,852
0.000018640,476,868
0.000018650,356,708
0.000018660,260,628
0.000018670,248,412
0.000018680,308,200
0.000018690,440,-44
0.000018700,636,-160
0.000018710,820,-256
0.000018720,996,-264
0.000018730,1192,-208
0.000018740,1308,-72
0.000018750,1260,88
0.000018760,1244,264
0.000018770,1144,516
0.000018780,1008,652
0.000018790,792,768
0.000018800,624,844
0.000018810,404,792
0.000018820,284,660
0.000018830,252,556
0.000018840,312,332
0.000018850,312,132
0.000018860,508,12
0.000018870,668,-188
0.000018880,820,-212
0.000018890,1032,-280
0.000018900,1132,-176
0.000018910,1272,0
0.000018920,1280,164
0.000018930,1276,288
0.000018940,1176,460
0.000018950,1044,716
0.000018960,904,736
0.000018970,724,796
0.000018980,532,788
0.000018990,380,776
0.000019000,340,648
0.000019010,268,460
0.000019020,336,280
0.000019030,380,152
0.000019040,496,40
0.000019050,616,-92
0.000019060,780,-256
0.000019070,960,-208
0.000019080,1132,-196
0.000019090,1192,-116
0.000019100,1292,0
0.000019110,1244,208
0.000019120,1216,416
0.000019130,1188,532
0.000019140,1076,632
0.000019150,888,744
0.000019160,764,892
0.000019170,496,808
0.000019180,436,788
0.000019190,368,696
0.000019200,292,524
0.000019210,224,348
0.000019220,360,196
0.000019230,396,4
0.000019240,552,-76
0.000019250,700,-240
0.000019260,872,-312
0.000019270,1032,-308
0.000019280,1116,-240
0.000019290,1200,-68
0.000019300,1312,76
0.000019310,1236,232
0.000019320,1244,384
0.000019330,1160,504
0.000019340,1036,688
0.000019350,876,756
0.000019360,740,832
0.000019370,624,888
0.000019380,484,772
0.000019390,384,752
0.000019400,280,620
0.000019410,296,488
0.000019420,296,328
0.000019430,320,128
0.000019440,412,20
0.000019450,500,-112
0.000019460,668,-172
0.000019470,796,-260
0.000019480,892,-256
0.000019490,1092,-224
0.000019500,1100,-76
0.000019510,1192,-20
0.000019520,1256,136
0.000019530,1264,260
0.000019540,1256,352
0.000019550,1148,528
0.000019560,1108,628
0.000019570,996,712
0.000019580,864,816
0.000019590,704,800
0.000019600,572,780
0.000019610,456,720
0.000019620,376,596
0.000019630,380,572
0.000019640,320,468
0.000019650,360,412
0.000019660,332,268
0.000019670,372,136
0.000019680,476,-4
0.000019690,576,-96
0.000019700,692,-152
0.000019710,772,-112
0.000019720,952,-160
0.000019730,1044,-176
0.000019740,1112,-148
0.000019750,1172,-68
0.000019760,1232,56
0.000019770,1236,208
0.000019780,1240,264
0.000019790,1152,384
0.000019800,1164,520
0.000019810,1064,612
0.000019820,968,652
0.000019830,840,752
0.000019840,816,824
0.000019850,732,740
0.000019860,616,804
0.000019870,464,764
0.000019880,456,668
0.000019890,400,580
0.000019900,356,456
0.000019910,392,424
0.000019920,336,316
0.000019930,328,200
0.000019940,392,48
0.000019950,484,-56
0.000019960,500,-28
0.000019970,616,-200
0.000019980,756,-152
0.000019990,852,-112
0.000020000,924,-128
0.000020010,1028,-140
0.000020020,1068,-104
0.000020030,1148,-28
0.000020040,1200,-20
0.000020050,1196,136
0.000020060,1236,200
0.000020070,1244,232
0.000020080,1220,364
0.000020090,1192,448
0.000020100,1092,564
0.000020110,1064,628
0.000020120,968,684
0.000020130,880,744
0.000020140,840,756
0.000020150,756,780
0.000020160,680,752
0.000020170,616,724
0.000020180,548,684
0.000020190,488,668
0.000020200,444,592
0.000020210,360,528
0.000020220,408,488
0.000020230,328,368
0.000020240,376,316
0.000020250,364,216
0.000020260,440,104
0.000020270,472,88
0.000020280,476,-44
0.000020290,536,-64
0.000020300,628,-96
0.000020310,720,-132
0.000020320,796,-120
0.000020330,752,-180
0.000020340,884,-180
0.000020350,940,-184
0.000020360,992,-112
0.000020370,1040,-72
0.000020380,1132,-4
0.000020390,1088,52
0.000020400,1176,116
0.000020410,1188,180
0.000020420,1216,220
0.000020430,1228,312
0.000020440,1216,356
0.000020450,1164,448
0.000020460,1144,512
0.000020470,1108,564
0.000020480,1068,568
0.000020490,1056,616
0.000020500,988,664
0.000020510,852,700
0.000020520,860,688
0.000020530,816,708
0.000020540,704,704
0.000020550,648,696
0.000020560,608,716
0.000020570,552,680
0.000020580,572,608
0.000020590,436,624
0.000020600,432,536
0.000020610,488,576
0.000020620,416,500
0.000020630,388,400
0.000020640,404,392
0.000020650,396,376
0.000020660,396,304
0.000020670,392,236
0.000020680,368,312
0.000020690,452,124
0.000020700,444,104
0.000020710,392,72
0.000020720,508,60
0.000020730,468,12
0.000020740,556,-24
0.000020750,596,-28
0.000020760,616,-76
0.000020770,648,-124
0.000020780,736,-68
0.000020790,728,-100
0.000020800,784,-100
0.000020810,800,-76
0.000020820,840,-144
0.000020830,928,-120
0.000020840,896,-140
0.000020850,920,-68
0.000020860,968,-60
0.000020870,956,0
0.000020880,1012,44
0.000020890,1012,32
0.000020900,1032,56
0.000020910,1076,64
0.000020920,1028,64
0.000020930,1068,108
0.000020940,1100,92
0.000020950,1176,180
0.000020960,1140,160
0.000020970,1152,200
0.000020980,1104,260
0.000020990,1116,268
0.000021000,1092,308
0.000021010,1112,308
0.000021020,1112,360
0.000021030,1144,368
0.000021040,1060,332
0.000021050,1132,388
0.000021060,1156,392
0.000021070,1104,444
0.000021080,1076,500
0.000021090,1096,508
0.000021100,1024,524
0.000021110,1028,480
0.000021120,1000,548
0.000021130,960,488
0.000021140,964,564
0.000021150,1020,528
0.000021160,956,588
0.000021170,940,572
0.000021180,988,560
0.000021190,912,584
0.000021200,928,588
0.000021210,872,580
0.000021220,896,584
0.000021230,836,564
0.000021240,844,572
0.000021250,852,596
0.000021260,796,624
0.000021270,828,660
0.000021280,816,600
0.000021290,840,524
0.000021300,820,612
0.000021310,816,552
0.000021320,856,624
0.000021330,812,608
0.000021340,792,576
0.000021350,784,672
0.000021360,800,584
0.000021370,784,568
0.000021380,740,548
0.000021390,772,568
0.000021400,784,628
0.000021410,784,620
0.000021420,720,612
0.000021430,816,588
0.000021440,732,632
0.000021450,792,608
0.000021460,828,632
0.000021470,720,568
0.000021480,688,540
0.000021490,728,568
0.000021500,756,520
0.000021510,816,528
0.000021520,820,568
0.000021530,812,540
0.000021540,752,552
0.000021550,776,544
0.000021560,736,584
0.000021570,792,552
0.000021580,780,556
0.000021590,744,580
0.000021600,744,532
0.000021610,740,576
0.000021620,784,484
0.000021630,800,576
0.000021640,860,592
0.000021650,860,592
0.000021660,832,564
0.000021670,836,572
0.000021680,848,648
0.000021690,836,544
0.000021700,872,560
0.000021710,860,540
0.000021720,876,536
0.000021730,852,492
0.000021740,908,516
0.000021750,896,480
0.000021760,928,536
0.000021770,928,508
0.000021780,928,476
0.000021790,976,412
0.000021800,920,536
0.000021810,876,452
0.000021820,936,512
0.000021830,940,444
0.000021840,960,460
0.000021850,932,452
0.000021860,932,392
0.000021870,988,396
0.000021880,1000,376
0.000021890,1000,352
0.000021900,1040,340
0.000021910,1000,456
0.000021920,1020,388
0.000021930,996,348
0.000021940,1032,348
0.000021950,1032,256
0.000021960,1012,320
0.000021970,1076,316
0.000021980,992,216
0.000021990,964,284
0.000022000,1004,244
0.000022010,1004,220
0.000022020,1004,220
0.000022030,968,172
0.000022040,964,168
0.000022050,960,172
0.000022060,1024,100
0.000022070,924,104
0.000022080,988,108
0.000022090,908,72
0.000022100,876,80
0.000022110,844,104
0.000022120,876,60
0.000022130,824,60
0.000022140,808,76
0.000022150,772,60
0.000022160,772,32
0.000022170,720,-8
0.000022180,724,8
0.000022190,720,28
0.000022200,736,52
0.000022210,660,48
0.000022220,672,60
0.000022230,628,16
0.000022240,652,40
0.000022250,560,136
0.000022260,588,148
0.000022270,536,156
0.000022280,548,156
0.000022290,568,188
0.000022300,528,180
0.000022310,592,240
0.000022320,528,212
0.000022330,516,280
0.000022340,556,268
0.000022350,576,320
0.000022360,580,372
0.000022370,608,436
0.000022380,596,396
0.000022390,652,444
0.000022400,608,440
0.000022410,672,488
0.000022420,680,484
0.000022430,700,544
0.000022440,788,556
0.000022450,800,512
0.000022460,800,572
0.000022470,776,544
0.000022480,812,556
0.000022490,868,568
0.000022500,900,528
0.000022510,928,560
0.000022520,996,524
0.000022530,968,560
0.000022540,1120,484
0.000022550,1088,428
0.000022560,1064,396
0.000022570,1072,416
0.000022580,1072,356
0.000022590,1060,288
0.000022600,1064,292
0.000022610,1064,228
0.000022620,1016,184
0.000022630,1016,124
0.000022640,948,132
0.000022650,968,44
0.000022660,868,52
0.000022670,892,40
0.000022680,832,72
0.000022690,804,-4
0.000022700,716,8
0.000022710,716,16
0.000022720,656,36
0.000022730,624,28
0.000022740,560,32
0.000022750,596,72
0.000022760,572,148
0.000022770,496,120
0.000022780,540,156
0.000022790,468,228
0.000022800,512,304
0.000022810,524,308
0.000022820,504,364
0.000022830,544,416
0.000022840,596,424
0.000022850,620,508
0.000022860,624,528
0.000022870,660,568
0.000022880,720,564
0.000022890,816,580
0.000022900,836,604
0.000022910,864,648
0.000022920,908,548
0.000022930,988,604
0.000022940,1052,532
0.000022950,1000,476
0.000022960,1020,484
0.000022970,1100,408
0.000022980,1116,356
0.000022990,1040,232
0.000023000,1076,188
0.000023010,1056,204
0.000023020,968,180
0.000023030,956,124
0.000023040,876,40
0.000023050,852,0
0.000023060,776,64
0.000023070,684,24
0.000023080,672,-12
0.000023090,656,36
0.000023100,604,52
0.000023110,564,76
0.000023120,528,104
0.000023130,524,208
0.000023140,484,156
0.000023150,500,268
0.000023160,540,328
0.000023170,576,368
0.000023180,536,420
0.000023190,656,528
0.000023200,700,564
0.000023210,768,596
0.000023220,828,600
0.000023230,812,564
0.000023240,892,620
0.000023250,980,608
0.000023260,984,500
0.000023270,1048,484
0.000023280,1088,388
0.000023290,1024,336
0.000023300,1012,292
0.000023310,1020,188
0.000023320,940,148
0.000023330,920,136
0.000023340,888,36
0.000023350,884,32
0.000023360,764,24
0.000023370,676,-16
0.000023380,616,76
0.000023390,592,56
0.000023400,480,112
0.000023410,520,124
0.000023420,464,228
0.000023430,528,240
0.000023440,520,316
0.000023450,584,412
0.000023460,628,468
0.000023470,648,532
0.000023480,752,592
0.000023490,788,548
0.000023500,880,500
0.000023510,872,632
0.000023520,940,496
0.000023530,988,500
0.000023540,1020,428
0.000023550,1080,452
0.000023560,1052,312
0.000023570,996,192
0.000023580,952,168
0.000023590,928,104
0.000023600,808,48
0.000023610,792,20
0.000023620,680,0
0.000023630,660,24
0.000023640,592,48
0.000023650,568,112
0.000023660,540,200
0.000023670,508,176
0.000023680,516,260
0.000023690,552,420
0.000023700,608,444
0.000023710,672,496
0.000023720,692,464
0.000023730,836,556
0.000023740,872,552
0.000023750,972,488
0.000023760,1020,504
0.000023770,1020,408
0.000023780,1020,396
0.000023790,1024,320
0.000023800,968,288
0.000023810,944,172
0.000023820,860,72
0.000023830,792,36
0.000023840,736,-32
0.000023850,736,24
0.000023860,616,52
0.000023870,536,68
0.000023880,512,200
0.000023890,532,240
0.000023900,556,312
0.000023910,544,428
0.000023920,628,452
0.000023930,672,592
0.000023940,772,596
0.000023950,888,576
0.000023960,1008,600
0.000023970,1040,568
0.000023980,1060,456
0.000023990,1096,436
0.000024000,1044,372
0.000024010,972,284
0.000024020,900,180
0.000024030,848,88
0.000024040,772,-28
0.000024050,692,-48
0.000024060,608,-48
0.000024070,548,16
0.000024080,516,156
0.000024090,456,172
0.000024100,476,308
0.000024110,548,392
0.000024120,612,492
0.000024130,672,532
0.000024140,792,644
0.000024150,868,624
0.000024160,940,616
0.000024170,1056,520
0.000024180,1092,472
0.000024190,1064,340
0.000024200,1052,248
0.000024210,968,84
0.000024220,864,56
0.000024230,808,-56
0.000024240,692,-20
0.000024250,572,-28
0.000024260,552,32
0.000024270,464,64
0.000024280,436,180
0.000024290,500,288
0.000024300,524,460
0.000024310,664,536
0.000024320,748,596
0.000024330,848,592
0.000024340,972,596
0.000024350,1016,492
0.000024360,1140,468
0.000024370,1028,364
0.000024380,1080,256
0.000024390,956,64
0.000024400,884,64
0.000024410,752,16
0.000024420,620,-68
0.000024430,528,-8
0.000024440,468,68
0.000024450,424,216
0.000024460,464,304
0.000024470,508,356
0.000024480,576,520
0.000024490,756,592
0.000024500,852,640
0.000024510,964,624
0.000024520,1040,592
0.000024530,1124,492
0.000024540,1104,360
0.000024550,1096,272
0.000024560,1024,144
0.000024570,880,24
0.000024580,728,40
0.000024590,624,-8
0.000024600,528,-28
0.000024610,464,52
0.000024620,468,172
0.000024630,512,372
0.000024640,560,532
0.000024650,708,628
0.000024660,792,668
0.000024670,912,612
0.000024680,1076,580
0.000024690,1076,544
0.000024700,1136,348
0.000024710,1096,252
0.000024720,1004,88
0.000024730,908,-28
0.000024740,740,-72
0.000024750,612,-44
0.000024760,544,-8
0.000024770,372,164
0.000024780,408,240
0.000024790,500,400
0.000024800,616,516
0.000024810,740,584
0.000024820,868,592
0.000024830,972,632
0.000024840,1100,568
0.000024850,1152,436
0.000024860,1148,348
0.000024870,1044,176
0.000024880,844,52
0.000024890,696,-88
0.000024900,604,4
0.000024910,504,-24
0.000024920,480,144
0.000024930,436,220
0.000024940,552,368
0.000024950,676,540
0.000024960,772,524
0.000024970,932,624
0.000024980,1032,596
0.000024990,1100,568
0.000025000,1064,388
0.000025010,1076,196
0.000025020,952,100
0.000025030,792,80
0.000025040,660,-68
0.000025050,516,-24
0.000025060,512,44
0.000025070,444,188
0.000025080,516,352
0.000025090,612,388
0.000025100,744,568
0.000025110,948,596
0.000025120,1004,580
0.000025130,1072,524
0.000025140,1144,360
0.000025150,984,308
0.000025160,900,100
0.000025170,756,-24
0.000025180,616,-28
0.000025190,596,44
0.000025200,492,132
0.000025210,548,260
0.000025220,572,404
0.000025230,728,516
0.000025240,828,528
0.000025250,984,596
0.000025260,1008,520
0.000025270,1132,388
0.000025280,1092,288
0.000025290,944,136
0.000025300,800,52
0.000025310,668,-4
0.000025320,564,88
0.000025330,480,164
0.000025340,492,252
0.000025350,568,376
0.000025360,668,452
0.000025370,884,576
0.000025380,1000,568
0.000025390,1060,496
0.000025400,1040,360
0.000025410,1036,256
0.000025420,884,108
0.000025430,784,56
0.000025440,608,12
0.000025450,536,20
0.000025460,568,164
0.000025470,588,344
0.000025480,752,424
0.000025490,740,496
0.000025500,948,556
0.000025510,1024,512
0.000025520,1040,452
0.000025530,1044,320
0.000025540,920,152
0.000025550,808,76
0.000025560,684,28
0.000025570,572,12
0.000025580,544,92
0.000025590,544,292
0.000025600,680,400
0.000025610,824,556
0.000025620,908,568
0.000025630,964,508
0.000025640,996,456
0.000025650,1024,292
0.000025660,896,164
0.000025670,728,72
0.000025680,640,16
0.000025690,632,72
0.000025700,564,176
0.000025710,608,304
0.000025720,692,400
0.000025730,796,484
0.000025740,940,568
0.000025750,1008,448
0.000025760,1008,408
0.000025770,992,192
0.000025780,828,176
0.000025790,736,68
0.000025800,608,32
0.000025810,544,136
0.000025820,568,260
0.000025830,596,388
0.000025840,808,464
0.000025850,876,520
0.000025860,984,532
0.000025870,988,412
0.000025880,996,312
0.000025890,868,116
0.000025900,708,48
0.000025910,600,128
0.000025920,556,120
0.000025930,552,236
0.000025940,672,404
0.000025950,768,440
0.000025960,916,540
0.000025970,968,492
0.000025980,988,380
0.000025990,864,288
0.000026000,848,124
0.000026010,744,124
0.000026020,600,36
0.000026030,584,168
0.000026040,576,284
0.000026050,720,352
0.000026060,764,504
0.000026070,904,508
0.000026080,1012,448
0.000026090,1048,324
0.000026100,912,212
0.000026110,780,100
0.000026120,672,64
0.000026130,576,168
0.000026140,560,200
0.000026150,556,376
0.000026160,672,436
0.000026170,888,476
0.000026180,932,484
0.000026190,988,404
0.000026200,948,292
0.000026210,884,148
0.000026220,708,132
0.000026230,640,84
0.000026240,536,84
0.000026250,576,284
0.000026260,672,416
0.000026270,848,484
0.000026280,968,524
0.000026290,1000,496
0.000026300,952,280
0.000026310,856,240
0.000026320,724,72
0.000026330,576,100
0.000026340,548,76
0.000026350,592,240
0.000026360,684,428
0.000026370,840,520
0.000026380,956,580
0.000026390,1032,456
0.000026400,1028,320
0.000026410,932,188
0.000026420,728,64
0.000026430,636,20
0.000026440,520,96
0.000026450,572,260
0.000026460,652,396
0.000026470,780,516
0.000026480,944,488
0.000026490,1004,488
0.000026500,968,316
0.000026510,868,120
0.000026520,684,44
0.000026530,564,52
0.000026540,540,120
0.000026550,552,376
0.000026560,740,440
0.000026570,908,592
0.000026580,1020,568
0.000026590,1056,392
0.000026600,932,316
0.000026610,836,120
0.000026620,664,8
0.000026630,524,48
0.000026640,532,144
0.000026650,612,300
0.000026660,720,512
0.000026670,952,500
0.000026680,1000,496
0.000026690,1020,388
